ID;Score
331;439
332;381
333;53
334;821
335;655
336;223
337;470
338;828
339;55
340;247
341;784
342;656
343;138
344;425
345;268
346;755
347;622
348;696
349;760
350;242
351;611
352;544
353;948
354;385
355;435
356;850
357;443
358;830
359;983
360;15/12/2019
361;16/12/2019
362;17/12/2019
363;18/12/2019
364;19/12/2019
365;20/12/2019
366;21/12/2019
367;22/12/2019
368;23/12/2019
369;24/12/2019
370;25/12/2019
371;26/12/2019
372;27/12/2019
373;28/12/2019
374;29/12/2019
375;304
376;982
377;728
378;869
379;691
380;925
381;216
382;652
383;312
384;601
385;839
386;300
387;610
388;136
389;366
390;172
391;51
392;924
393;274
394;96
395;34
396;224
397;627
398;11
399;455
400;549
401;284
402;781
403;845
404;908
405;308
406;330
407;109
408;592
409;564
410;63
411;452
412;760
413;619
414;616
415;241
416;574
417;445
418;64
419;798
420;87
421;382
422;564
423;964
424;116
425;288
426;515
427;792
428;454
429;918
430;792
431;588
432;436
433;549
434;551
435;757
436;728
437;320
438;90
439;99
440;694
441;673
442;559
443;593
444;535
445;742
446;805
447;76
448;778
449;367
450;771
451;187
452;574
453;934
454;42
455;862
456;734
457;568
458;167
459;67
460;876
461;604
462;415
463;928
464;814
465;760
466;97
467;822
468;514
469;811
470;714
471;290
472;643
473;798
474;860
475;704
476;638
477;200
478;862
479;768
480;491
481;74
482;147
483;132
484;822
485;929
486;122
487;384
488;639
489;153
490;824
491;568
492;765
493;921
494;19
495;544
496;862
497;879
498;424
499;875
500;703
501;488
502;223
503;311
504;199
505;887
506;738
507;821
508;74
509;427
510;254
511;177
512;529
513;181
514;400
515;103
516;213
517;831
518;39
519;163
520;12
521;959
522;665
523;524
524;937
525;137
526;918
527;347
528;86
529;519
530;71
531;248
532;432
533;926
534;451
535;12
536;932
537;12
538;95
539;138
540;299
541;982
542;437
543;907
544;605
545;869
546;982
547;608
548;287
549;494
550;430
551;96
552;672
553;521
554;759
555;678
556;1000
557;621
558;94
559;81
560;719
561;682
562;603
563;562
564;936
565;608
566;988
567;107
568;246
569;104
570;621
571;228
572;541
573;482
574;900
575;601
576;650
577;706
578;716
579;486
580;130
581;668
582;239
583;435
584;439
585;756
586;250
587;562
588;841
589;682
590;139
591;561
592;202
593;797
594;38
595;651
596;31
597;937
598;674
599;180
600;989
601;564
602;560
603;915
604;549
605;12
606;210
607;34
608;792
609;665
610;336
611;967
612;101
613;648
614;462
615;328
616;833
617;172
618;816
619;122
620;106
621;804
622;962
623;856
624;269
625;474
626;676
627;415
628;619
629;525
630;848
631;710
632;553
633;656
634;707
635;825
636;391
637;531
638;638
639;279
640;319
641;843
642;629
643;284
644;696
645;260
646;774
647;408
648;44
649;585
650;177
651;859
652;180
653;401
654;97
655;340
656;708
657;437
658;962
659;678
660;361
661;34
662;441
663;583
664;843
665;812
666;173
667;185
668;981
669;98
670;683
671;572
672;154
673;965
674;447
675;63
676;112
677;828
678;245
679;385
680;286
681;541
682;405
683;545
684;187
685;967
686;294
687;80
688;342
689;633
690;430
691;840
692;972
693;540
694;739
695;407
696;635
697;135
698;101
699;696
700;122
701;42
702;316
703;455
704;159
705;504
706;464
707;603
708;469
709;566
710;517
711;797
712;297
713;19
714;990
715;179
716;351
717;82
718;260
719;445
720;529
721;676
722;293
723;939
724;323
725;733
726;94
727;299
728;808
729;589
730;990
731;520
732;419
733;967
734;95
735;676
736;383
737;155
738;663
739;398
740;834
741;879
742;624
743;167
744;352
745;189
746;22
747;390
748;224
749;34
750;183
751;851
752;353
753;610
754;579
755;315
756;593
757;581
758;121
759;223
760;691
761;177
762;226
763;828
764;339
765;944
766;566
767;785
768;653
769;206
770;333
771;191
772;737
773;393
774;616
775;685
776;318
777;950
778;898
779;754
780;465
781;670
782;268
783;520
784;779
785;783
786;253
787;926
788;363
789;626
790;166
791;596
792;165
793;969
794;423
795;798
796;836
797;615
798;987
799;17
800;374
801;842
802;950
803;294
804;471
805;494
806;428
807;468
808;522
809;879
810;178
811;196
812;979
813;756
814;882
815;718
816;997
817;554
818;143
819;532
820;439
821;609
822;257
823;339
824;292
825;336
826;955
827;425
828;681
829;503
830;681
831;899
832;961
833;106
834;648
835;631
836;936
837;511
838;476
839;838
840;48
841;731
842;843
843;599
844;571
845;285
846;518
847;878
848;82
849;468
850;701
851;486
852;792
853;409
854;611
855;889
856;647
857;580
858;173
859;751
860;748
861;818
862;310
863;102
864;928
865;87
866;997
867;742
868;389
869;482
870;443
871;684
872;288
873;993
874;427
875;111
876;137
877;803
878;120
879;569
880;207
881;837
882;197
883;243
884;589
885;700
886;559
887;139
888;359
889;798
890;252
891;921
892;294
893;761
894;437
895;150
896;261
897;769
898;414
899;346
900;727
901;637
902;134
903;265
904;580
905;105
906;451
907;660
908;487
909;272
910;258
911;367
912;895
913;367
914;880
915;567
916;826
917;630
918;499
919;544
920;577
921;892
922;532
923;368
924;131
925;991
926;200
927;158
928;255
929;953
930;547
931;507
932;626
933;779
934;609
935;510
936;42
937;741
938;101
939;186
940;514
941;351
942;430
943;338
944;286
945;215
946;342
947;690
948;223
949;590
950;202
951;741
952;212
953;483
954;401
955;304
956;821
957;903
958;588
959;214
960;155
961;637
962;957
963;211
964;167
965;210
966;278
967;973
968;770
969;699
970;786
971;683
972;792
973;410
974;336
975;723
976;359
977;488
978;297
979;781
980;453
981;832
982;302
983;464
984;428
985;870
986;735
987;535
988;619
989;172
990;847
991;912
992;280
993;209
994;492
995;426
996;347
997;806
998;67
999;813
1000;582
1001;471
1002;314
1003;410
1004;72
1005;791
1006;321
1007;251
1008;236
1009;188
1010;428
1011;818
1012;169
1013;250
1014;823
1015;636
1016;594
1017;610
1018;302
1019;223
1020;655
1021;429
1022;334
1023;955
1024;388
1025;850
1026;413
1027;197
1028;460
1029;726
1030;101
1031;548
1032;238
1033;97
1034;818
1035;437
1036;962
1037;335
1038;602
1039;767
1040;293
1041;193
1042;97
1043;218
1044;724
1045;743
1046;951
1047;92
1048;204
1049;796
1050;828
1051;759
1052;560
1053;667
1054;337
1055;359
1056;886
1057;796
1058;612
1059;139
1060;771
1061;871
1062;264
1063;441
1064;55
1065;538
1066;321
1067;447
1068;811
1069;153
1070;385
1071;294
1072;490
1073;147
1074;938
1075;525
1076;784
1077;339
1078;892
1079;898
1080;616
1081;107
1082;767
1083;169
1084;95
1085;975
1086;920
1087;966
1088;861
1089;52
1090;535
1091;59
1092;964
1093;801
1094;94
1095;531
1096;173
1097;46
1098;640
1099;972
1100;529
1101;165
1102;71
1103;677
1104;921
1105;324
1106;594
1107;537
1108;48
1109;516
1110;144
1111;79
1112;207
1113;104
1114;409
1115;74
1116;769
1117;343
1118;652
1119;405
1120;611
1121;699
1122;18
1123;293
1124;178
1125;776
1126;241
1127;723
1128;815
1129;625
1130;132
1131;175
1132;494
1133;136
1134;681
1135;22
1136;975
1137;702
1138;72
1139;794
1140;251
1141;411
1142;678
1143;149
1144;237
1145;647
1146;685
1147;30
1148;250
1149;910
1150;625
1151;747
1152;620
1153;688
1154;306
1155;758
1156;799
1157;244
1158;373
1159;556
1160;391
1161;293
1162;200
1163;398
1164;554
1165;907
1166;427
1167;987
1168;943
1169;400
1170;771
1171;21
1172;674
1173;767
1174;913
1175;775
1176;818
1177;44
1178;380
1179;355
1180;887
1181;881
1182;581
1183;629
1184;76
1185;834
1186;620
1187;273
1188;761
1189;609
1190;40
1191;304
1192;290
1193;796
1194;884
1195;270
1196;692
1197;666
1198;668
1199;220
1200;938
1201;820
1202;400
1203;388
1204;110
1205;524
1206;786
1207;920
1208;207
1209;711
1210;332
1211;29
1212;316
1213;236
1214;327
1215;300
1216;836
1217;724
1218;767
1219;415
1220;204
1221;405
1222;419
1223;265
1224;70
1225;395
1226;154
1227;261
1228;195
1229;383
1230;172
1231;850
1232;173
1233;38
1234;80
1235;718
1236;26
1237;173
1238;191
1239;299
1240;367
1241;619
1242;907
1243;246
1244;191
1245;795
1246;273
1247;698
1248;504
1249;54
1250;23
1251;232
1252;650
1253;384
1254;238
1255;516
1256;130
1257;840
1258;64
1259;132
1260;793
1261;532
1262;15
1263;452
1264;993
1265;723
1266;529
1267;952
1268;301
1269;804
1270;552
1271;485
1272;566
1273;619
1274;768
1275;470
1276;696
1277;853
1278;856
1279;423
1280;392
1281;849
1282;950
1283;295
1284;729
1285;582
1286;528
1287;314
1288;410
1289;31
1290;194
1291;376
1292;333
1293;625
1294;299
1295;741
1296;943
1297;370
1298;861
1299;916
1300;738
1301;775
1302;664
1303;795
1304;165
1305;846
1306;757
1307;688
1308;307
1309;528
1310;170
1311;309
1312;967
1313;525
1314;685
1315;769
1316;743
1317;145
1318;552
1319;64
1320;445
1321;804
1322;706
1323;124
1324;854
1325;52
1326;439
1327;215
1328;649
1329;475
1330;48
1331;68
1332;115
1333;330
1334;724
1335;909
1336;269
1337;126
1338;960
1339;525
1340;186
1341;974
1342;263
1343;807
1344;563
1345;276
1346;815
1347;527
1348;983
1349;406
1350;408
1351;66
1352;483
1353;713
1354;510
1355;590
1356;642
1357;630
1358;122
1359;176
1360;724
1361;340
1362;236
1363;56
1364;407
1365;184
1366;581
1367;648
1368;939
1369;58
1370;335
1371;503
1372;188
1373;270
1374;768
1375;319
1376;207
1377;695
1378;34
1379;90
1380;925
1381;213
1382;463
1383;798
1384;25
1385;401
1386;342
1387;184
1388;353
1389;575
1390;199
1391;914
1392;797
1393;566
1394;599
1395;976
1396;39
1397;506
1398;943
1399;48
1400;285
1401;19
1402;191
1403;570
1404;753
1405;139
1406;695
1407;838
1408;279
1409;580
1410;856
1411;787
1412;244
1413;986
1414;748
1415;602
1416;499
1417;669
1418;842
1419;340
1420;282
1421;315
1422;997
1423;713
1424;663
1425;329
1426;849
1427;28
1428;919
1429;31
1430;927
1431;22
1432;104
1433;844
1434;996
1435;957
1436;812
1437;763
1438;303
1439;208
1440;210
1441;817
1442;797
1443;77
1444;168
1445;29
1446;44
1447;473
1448;729
1449;55
1450;15
1451;531
1452;964
1453;787
1454;984
1455;144
1456;210
1457;71
1458;14
1459;21
1460;732
1461;958
1462;201
1463;806
1464;345
1465;709
1466;738
1467;178
1468;952
1469;377
1470;679
1471;857
1472;365
1473;828
1474;71
1475;659
1476;216
1477;71
1478;380
1479;41
1480;800
1481;560
1482;82
1483;949
1484;162
1485;173
1486;549
1487;845
1488;218
1489;830
1490;325
1491;556
1492;878
1493;35
1494;454
1495;412
1496;506
1497;698
1498;954
1499;364
1500;869
1501;364
1502;846
1503;593
1504;305
1505;378
1506;931
1507;811
1508;558
1509;448
1510;151
1511;360
1512;824
1513;268
1514;664
1515;871
1516;57
1517;435
1518;755
1519;700
1520;221
1521;771
1522;755
1523;910
1524;97
1525;26
1526;922
1527;533
1528;58
1529;449
1530;410
1531;823
1532;47
1533;947
1534;207
1535;626
1536;584
1537;902
1538;482
1539;316
1540;86
1541;59
1542;185
1543;238
1544;993
1545;864
1546;443
1547;256
1548;524
1549;334
1550;87
1551;940
1552;38
1553;913
1554;272
1555;91
1556;513
1557;869
1558;261
1559;268
1560;729
1561;439
1562;608
1563;573
1564;578
1565;664
1566;681
1567;382
1568;299
1569;834
1570;362
1571;334
1572;36
1573;15
1574;675
1575;865
1576;440
1577;706
1578;568
1579;340
1580;495
1581;352
1582;115
1583;628
1584;470
1585;263
1586;738
1587;266
1588;496
1589;58
1590;172
1591;419
1592;463
1593;345
1594;605
1595;886
1596;584
1597;340
1598;686
1599;649
1600;894
1601;430
1602;859
1603;692
1604;230
1605;783
1606;961
1607;414
1608;287
1609;155
1610;195
1611;208
1612;468
1613;338
1614;129
1615;527
1616;108
1617;234
1618;570
1619;342
1620;36
1621;733
1622;954
1623;844
1624;786
1625;396
1626;930
1627;494
1628;308
1629;200
1630;830
1631;687
1632;948
1633;909
1634;399
1635;385
1636;496
1637;163
1638;581
1639;467
1640;480
1641;980
1642;144
1643;67
1644;116
1645;110
1646;139
1647;900
1648;458
1649;300
1650;995
1651;331
1652;814
1653;879
1654;71
1655;903
1656;251
1657;944
1658;894
1659;511
1660;668
1661;485
1662;54
1663;253
1664;885
1665;992
1666;428
1667;816
1668;173
1669;754
1670;44
1671;316
1672;384
1673;539
1674;177
1675;422
1676;351
1677;294
1678;89
1679;252
1680;463
1681;299
1682;83
1683;671
1684;592
1685;581
1686;150
1687;95
1688;629
1689;780
1690;846
1691;101
1692;556
1693;254
1694;867
1695;514
1696;468
1697;819
1698;169
1699;960
1700;877
1701;607
1702;140
1703;994
1704;129
1705;394
1706;373
1707;927
1708;804
1709;858
1710;898
1711;893
1712;608
1713;215
1714;661
1715;215
1716;957
1717;297
1718;724
1719;870
1720;155
1721;471
1722;640
1723;672
1724;621
1725;51
1726;566
1727;369
1728;334
1729;69
1730;138
1731;43
1732;851
1733;316
1734;802
1735;801
1736;157
1737;388
1738;157
1739;681
1740;429
1741;702
1742;937
1743;38
1744;754
1745;368
1746;743
1747;756
1748;428
1749;754
1750;447
1751;736
1752;547
1753;957
1754;227
1755;862
1756;724
1757;967
1758;287
1759;226
1760;131
1761;802
1762;618
1763;102
1764;745
1765;282
1766;481
1767;68
1768;769
1769;915
1770;703
1771;187
1772;888
1773;476
1774;400
1775;181
1776;730
1777;456
1778;946
1779;71
1780;827
1781;166
1782;396
1783;532
1784;244
1785;31
1786;192
1787;661
1788;326
1789;402
1790;56
1791;892
1792;677
1793;17
1794;794
1795;780
1796;114
1797;111
1798;977
1799;697
1800;508
1801;561
1802;457
1803;476
1804;149
1805;471
1806;934
1807;410
1808;687
1809;675
1810;615
1811;655
1812;166
1813;466
1814;912
1815;579
1816;277
1817;20
1818;514
1819;57
1820;254
1821;539
1822;167
1823;597
1824;932
1825;694
1826;109
1827;181
1828;936
1829;518
1830;153
1831;464
1832;847
1833;703
1834;252
1835;233
1836;412
1837;532
1838;94
1839;119
1840;348
1841;80
1842;259
1843;181
1844;554
1845;495
1846;479
1847;228
1848;515
1849;638
1850;622
1851;315
1852;297
1853;823
1854;922
1855;649
1856;819
1857;48
1858;259
1859;898
1860;59
1861;883
1862;146
1863;145
1864;216
1865;623
1866;630
1867;933
1868;440
1869;305
1870;444
1871;635
1872;175
1873;830
1874;641
1875;20
1876;216
1877;791
1878;104
1879;543
1880;364
1881;807
1882;11
1883;451
1884;192
1885;132
1886;774
1887;621
1888;665
1889;347
1890;782
1891;965
1892;25
1893;160
1894;768
1895;396
1896;181
1897;595
1898;835
1899;885
1900;799
1901;980
1902;840
1903;823
1904;282
1905;319
1906;827
1907;548
1908;576
1909;255
1910;784
1911;854
1912;311
1913;991
1914;825
1915;441
1916;411
1917;375
1918;684
1919;642
1920;260
1921;936
1922;875
1923;911
1924;645
1925;620
1926;530
1927;529
1928;816
1929;881
1930;632
1931;38
1932;714
1933;474
1934;599
1935;212
1936;785
1937;956
1938;778
1939;417
1940;333
1941;36
1942;389
1943;212
1944;809
1945;816
1946;262
1947;78
1948;109
1949;194
1950;750
1951;841
1952;546
1953;615
1954;180
1955;940
1956;774
1957;410
1958;256
1959;182
1960;87
1961;912
1962;700
1963;510
1964;328
1965;507
1966;265
1967;286
1968;465
1969;404
1970;197
1971;697
1972;271
1973;617
1974;977
1975;929
1976;996
1977;348
1978;520
1979;203
1980;733
1981;67
1982;531
1983;84
1984;735
1985;613
1986;171
1987;214
1988;96
1989;946
1990;543
1991;254
1992;158
1993;756
1994;151
1995;341
1996;341
1997;101
1998;232
1999;699
2000;590
2001;38
2002;558
2003;759
2004;762
2005;970
2006;857
2007;426
2008;212
2009;259
2010;304
2011;714
2012;354
2013;479
2014;649
2015;455
2016;756
2017;502
2018;427
2019;933
2020;108
2021;981
2022;185
2023;54
2024;322
2025;999
2026;937
2027;942
2028;335
2029;683
2030;324
2031;140
2032;337
2033;153
2034;196
2035;330
2036;465
2037;461
2038;318
2039;232
2040;537
2041;987
2042;907
2043;260
2044;21
2045;574
2046;563
2047;650
2048;284
2049;791
2050;364
2051;150
2052;266
2053;199
2054;210
2055;486
2056;660
2057;839
2058;48
2059;468
2060;602
2061;892
2062;127
2063;573
2064;186
2065;160
2066;64
2067;87
2068;719
2069;890
2070;487
2071;478
2072;799
2073;126
2074;39
2075;796
2076;673
2077;390
2078;314
2079;497
2080;700
2081;932
2082;27
2083;344
2084;613
2085;224
2086;472
2087;211
2088;447
2089;560
2090;716
2091;302
2092;232
2093;872
2094;881
2095;523
2096;380
2097;244
2098;439
2099;104
2100;913
2101;773
2102;482
2103;990
2104;64
2105;732
2106;458
2107;338
2108;543
2109;366
2110;999
2111;164
2112;87
2113;734
2114;17
2115;471
2116;694
2117;912
2118;73
2119;418
2120;602
2121;11
2122;492
2123;405
2124;102
2125;322
2126;334
2127;728
2128;632
2129;222
2130;279
2131;543
2132;348
2133;703
2134;499
2135;199
2136;727
2137;438
2138;993
2139;861
2140;912
2141;21
2142;699
2143;526
2144;212
2145;225
2146;997
2147;460
2148;264
2149;963
2150;685
2151;817
2152;108
2153;104
2154;189
2155;560
2156;47
2157;485
2158;771
2159;212
2160;661
2161;447
2162;568
2163;432
2164;533
2165;526
2166;195
2167;941
2168;53
2169;545
2170;671
2171;232
2172;781
2173;344
2174;350
2175;11
2176;821
2177;617
2178;445
2179;267
2180;743
2181;435
2182;245
2183;417
2184;324
2185;823
2186;796
2187;669
2188;53
2189;992
2190;176
2191;687
2192;401
2193;425
2194;551
2195;458
2196;448
2197;75
2198;903
2199;464
2200;101
2201;674
2202;891
2203;933
2204;731
2205;926
2206;208
2207;207
2208;38
2209;914
2210;662
2211;454
2212;525
2213;933
2214;673
2215;614
2216;159
2217;153
2218;479
2219;931
2220;239
2221;985
2222;589
2223;872
2224;391
2225;802
2226;841
2227;522
2228;110
2229;326
2230;522
2231;632
2232;701
2233;114
2234;171
2235;814
2236;730
2237;899
2238;901
2239;41
2240;649
2241;977
2242;711
2243;716
2244;298
2245;972
2246;566
2247;12
2248;124
2249;421
2250;539
2251;789
2252;900
2253;843
2254;739
2255;199
2256;464
2257;71
2258;422
2259;340
2260;508
2261;651
2262;687
2263;462
2264;774
2265;170
2266;138
2267;841
2268;166
2269;648
2270;508
2271;358
2272;125
2273;626
2274;668
2275;602
2276;517
2277;352
2278;19
2279;219
2280;807
2281;55
2282;569
2283;598
2284;351
2285;309
2286;595
2287;316
2288;365
2289;557
2290;658
2291;885
2292;54
2293;819
2294;831
2295;581
2296;161
2297;448
2298;640
2299;595
2300;797
2301;952
2302;587
2303;365
2304;169
2305;579
2306;570
2307;869
2308;146
2309;282
2310;315
2311;871
2312;618
2313;364
2314;200
2315;598
2316;246
2317;969
2318;386
2319;665
2320;136
2321;247
2322;294
2323;973
2324;527
2325;849
2326;997
2327;856
2328;105
2329;497
2330;332
2331;259
2332;194
2333;788
2334;553
2335;310
2336;387
2337;974
2338;882
2339;925
2340;998
2341;704
2342;808
2343;844
2344;198
2345;640
2346;969
2347;279
2348;133
2349;745
2350;486
2351;428
2352;361
2353;841
2354;584
2355;615
2356;79
2357;736
2358;658
2359;554
2360;253
2361;15
2362;151
2363;409
2364;573
2365;152
2366;743
2367;772
2368;413
2369;650
2370;932
2371;858
2372;608
2373;485
2374;259
2375;310
2376;252
2377;93
2378;195
2379;805
2380;864
2381;864
2382;144
2383;59
2384;288
2385;708
2386;770
2387;981
2388;816
2389;41
2390;885
2391;531
2392;827
2393;180
2394;22
2395;875
2396;53
2397;86
2398;293
2399;183
2400;775
2401;692
2402;992
2403;639
2404;292
2405;276
2406;902
2407;794
2408;875
2409;796
2410;117
2411;938
2412;71
2413;214
2414;860
2415;151
2416;836
2417;239
2418;818
2419;309
2420;557
2421;82
2422;162
2423;531
2424;283
2425;160
2426;486
2427;815
2428;965
2429;160
2430;773
2431;963
2432;175
2433;165
2434;581
2435;782
2436;390
2437;365
2438;772
2439;699
2440;563
2441;258
2442;313
2443;664
2444;224
2445;461
2446;64
2447;55
2448;658
2449;391
2450;624
2451;292
2452;466
2453;394
2454;339
2455;354
2456;105
2457;280
2458;644
2459;58
2460;530
2461;835
2462;287
2463;476
2464;183
2465;269
2466;13
2467;14
2468;675
2469;745
2470;651
2471;942
2472;888
2473;181
2474;21
2475;434
2476;698
2477;643
2478;124
2479;23
2480;950
2481;739
2482;226
2483;209
2484;667
2485;144
2486;325
2487;416
2488;943
2489;457
2490;234
2491;520
2492;995
2493;536
2494;603
2495;759
2496;150
2497;511
2498;531
2499;424
2500;809
2501;547
2502;86
2503;356
2504;848
2505;943
2506;203
2507;909
2508;832
2509;87
2510;242
2511;664
2512;271
2513;792
2514;179
2515;916
2516;108
2517;928
2518;185
2519;612
2520;878
2521;542
2522;352
2523;773
2524;87
2525;858
2526;569
2527;225
2528;681
2529;857
2530;326
2531;935
2532;533
2533;640
2534;472
2535;132
2536;541
2537;54
2538;395
2539;476
2540;428
2541;664
2542;264
2543;671
2544;732
2545;748
2546;576
2547;318
2548;743
2549;162
2550;814
2551;495
2552;898
2553;259
2554;456
2555;435
2556;836
2557;120
2558;894
2559;978
2560;283
2561;616
2562;997
2563;21
2564;887
2565;53
2566;305
2567;602
2568;482
2569;742
2570;298
2571;843
2572;634
2573;983
2574;379
2575;686
2576;701
2577;949
2578;989
2579;507
2580;940
2581;19
2582;806
2583;534
2584;975
2585;300
2586;706
2587;767
2588;338
2589;147
2590;954
2591;299
2592;865
2593;147
2594;654
2595;984
2596;852
2597;214
2598;321
2599;862
2600;312
2601;811
2602;104
2603;425
2604;251
2605;894
2606;813
2607;750
2608;196
2609;638
2610;413
2611;856
2612;919
2613;680
2614;90
2615;76
2616;504
2617;910
2618;417
2619;118
2620;588
2621;365
2622;214
2623;798
2624;420
2625;362
2626;946
2627;130
2628;441
2629;149
2630;477
2631;724
2632;501
2633;594
2634;52
2635;716
2636;548
2637;632
2638;789
2639;629
2640;159
2641;258
2642;771
2643;222
2644;764
2645;726
2646;428
2647;918
2648;863
2649;369
2650;263
2651;465
2652;239
2653;606
2654;140
2655;544
2656;753
2657;365
2658;233
2659;784
2660;210
2661;428
2662;573
2663;170
2664;979
2665;929
2666;49
2667;339
2668;606
2669;228
2670;727
2671;780
2672;192
2673;566
2674;704
2675;114
2676;747
2677;250
2678;26
2679;626
2680;200
2681;998
2682;114
2683;601
2684;497
2685;69
2686;31
2687;587
2688;808
2689;848
2690;244
2691;612
2692;157
2693;186
2694;778
2695;211
2696;187
2697;636
2698;808
2699;706
2700;207
2701;759
2702;921
2703;164
2704;717
2705;433
2706;769
2707;774
2708;917
2709;798
2710;216
2711;519
2712;140
2713;920
2714;540
2715;382
2716;718
2717;950
2718;67
2719;17
2720;741
2721;668
2722;822
2723;243
2724;52
2725;992
2726;413
2727;816
2728;640
2729;122
2730;800
2731;170
2732;951
2733;991
2734;207
2735;150
2736;969
2737;698
2738;236
2739;652
2740;435
2741;559
2742;143
2743;310
2744;616
2745;101
2746;102
2747;457
2748;152
2749;348
2750;939
2751;126
2752;298
2753;397
2754;377
2755;100
2756;455
2757;178
2758;642
2759;20
2760;83
2761;702
2762;993
2763;980
2764;488
2765;349
2766;769
2767;608
2768;486
2769;608
2770;544
2771;70
2772;112
2773;815
2774;389
2775;208
2776;205
2777;626
2778;536
2779;245
2780;663
2781;118
2782;433
2783;989
2784;735
2785;393
2786;762
2787;424
2788;256
2789;579
2790;610
2791;905
2792;493
2793;934
2794;386
2795;291
2796;18
2797;716
2798;492
2799;719
2800;915
2801;133
2802;76
2803;785
2804;206
2805;238
2806;630
2807;327
2808;826
2809;818
2810;68
2811;850
2812;678
2813;182
2814;310
2815;624
2816;792
2817;653
2818;688
2819;646
2820;768
2821;791
2822;622
2823;105
2824;877
2825;152
2826;970
2827;495
2828;492
2829;104
2830;871
2831;404
2832;151
2833;800
2834;94
2835;424
2836;555
2837;853
2838;703
2839;234
2840;685
2841;182
2842;383
2843;378
2844;726
2845;618
2846;643
2847;277
2848;334
2849;599
2850;752
2851;79
2852;70
2853;608
2854;663
2855;126
2856;824
2857;502
2858;278
2859;961
2860;685
2861;152
2862;661
2863;857
2864;233
2865;485
2866;107
2867;46
2868;901
2869;407
2870;318
2871;833
2872;933
2873;224
2874;603
2875;528
2876;356
2877;370
2878;575
2879;29
2880;993
2881;815
2882;88
2883;128
2884;434
2885;650
2886;872
