st_num;default;student;balance;income;student2;default2
2983;No;No;217,3615206314172;45083,111367386686;0;0
3278;No;Yes;266,76863009806857;28452,598274319345;1;0
5125;No;Yes;199,12709268220556;19913,602502445956;1;0
2835;No;No;576,0689928749356;40179,83005415458;0;0
9533;No;No;932,602433217053;44714,48410396032;0;0
9318;No;No;1272,0768051499565;21503,195351583272;0;0
3064;No;Yes;1616,7388782678431;12557,8228818817;1;0
7102;No;No;309,7823538802284;33671,56261415226;0;0
2717;No;Yes;882,5819675137541;17749,972052496178;1;0
2201;No;No;909,4842199967302;48358,44096660822;0;0
1142;No;No;1506,669828577507;41931,704483948815;0;0
5954;No;Yes;429,2224629975443;19442,029088913136;1;0
5231;No;No;642,234627903716;35800,083816783655;0;0
4509;No;No;1349,1923318083755;51189,11226803408;0;0
7044;No;No;1334,9507305498032;51086,44464605255;0;0
2570;No;No;965,0461320813267;47987,31974782972;0;0
4756;No;Yes;496,7969073666182;21058,9615915699;1;0
1472;No;Yes;212,0421828830389;16179,307754022908;1;0
6788;No;Yes;1594,3845864078355;21514,602797776213;1;0
1108;No;No;323,5469082922288;33991,99110777218;0;0
8558;No;Yes;138,9063091747763;13005,895150930723;1;0
597;No;No;723,2433746699935;43459,01185429779;0;0
247;No;No;1189,9180569741936;38016,89390285781;0;0
9266;No;Yes;1600,6255336690608;24223,251408765056;1;0
4320;No;No;701,69143244907;35335,78263204594;0;0
2921;No;Yes;837,9723361557714;25773,182648690025;1;0
8350;No;Yes;956,6922342483027;19594,549042860763;1;0
4773;No;No;771,4410045446434;44810,299357670985;0;0
7202;No;No;655,2077278049497;30593,147575134833;0;0
1219;No;No;506,5058716153758;51114,319721702035;0;0
7345;No;Yes;786,9150381338688;12881,68932942111;1;0
2385;No;No;890,2130228864357;43643,58239525753;0;0
3255;No;No;0,0;62746,836791001784;0;0
1843;No;No;270,5481250205025;34258,83122727966;0;0
4157;No;No;551,1743516032818;24975,027061629935;0;0
9542;No;No;1315,2252388664674;52556,15383297537;0;0
8718;No;Yes;1806,5516722860393;17648,19760008771;1;0
9382;No;Yes;0,0;18875,77167454818;1;0
2863;No;Yes;442,02742502512524;17072,33663882133;1;0
7059;No;No;1142,6163070520643;42053,57047314806;0;0
7491;No;No;1002,1441243214933;44445,527272144165;0;0
1674;No;No;570,9814913948891;47021,00671729014;0;0
303;No;No;1047,2442488139354;43899,75924511933;0;0
392;No;Yes;510,61384695432145;22457,051747513782;1;0
3453;No;No;759,1480034148574;24473,106599982275;0;0
1883;No;No;523,9086947640353;43928,63793327551;0;0
2499;No;No;847,9840352928718;24950,53392434017;0;0
1104;No;Yes;1275,824224792092;9611,963157214308;1;0
4495;No;No;658,4636448744154;39242,75541584392;0;0
8117;No;No;491,44936982387156;51484,24548914299;0;0
7734;No;Yes;705,3905442407977;19125,68498205946;1;0
2515;No;No;964,6025631130057;36676,57165242753;0;0
2489;No;Yes;584,0812285950117;24440,020350386036;1;0
7708;No;Yes;1845,9764389372742;12107,741824805345;1;0
6423;No;No;124,82845952163439;39478,300074947314;0;0
6764;No;No;1013,9637459451417;49653,79712549604;0;0
9565;No;No;476,3012117911065;25774,487616270708;0;0
1757;No;No;1789,4645117868647;27427,004566428543;0;0
4970;No;No;673,5552702655842;49169,728539862655;0;0
5929;No;No;1229,858121668327;58399,49666731877;0;0
8034;No;No;675,225387145285;33700,21261448625;0;0
9136;No;No;212,93178251116979;46843,91249389647;0;0
3274;No;No;883,1603000995276;27125,90695566564;0;0
4754;No;No;626,9285567990942;42139,18445888243;0;0
4430;No;Yes;1219,5814540479191;12434,041838840049;1;0
6084;No;Yes;1231,02580419572;13363,978051924692;1;0
4004;No;Yes;1671,8136905888455;20074,509328759133;1;0
1878;No;Yes;688,7475483627284;26662,376604636047;1;0
139;No;No;0,0;49525,745020849405;0;0
7353;No;No;1753,9151462348077;43855,833129686005;0;0
3623;No;Yes;1326,8483924211769;20790,253965201147;1;0
3669;No;No;1255,9201247008514;43929,14321819376;0;0
1690;No;No;663,5052822289824;53102,245512031004;0;0
4871;No;No;956,9226130513201;50834,40833825964;0;0
9973;No;No;755,4328006952917;14455,865364792055;0;0
5496;No;Yes;1155,4565481142172;22194,477875848097;1;0
5062;No;Yes;1582,2346096023855;20214,689537008686;1;0
9388;No;No;110,55593112118424;32419,150792782202;0;0
2039;No;No;743,5160764733233;33764,57181210503;0;0
2996;No;No;1090,350350307469;48280,94631764166;0;0
6711;No;No;607,8986422949422;26117,665171624227;0;0
5987;No;No;284,39569740329426;60840,80984452969;0;0
7272;No;No;744,44020589283;40280,26699766609;0;0
543;No;No;1092,3458648539768;44717,01257704213;0;0
3450;No;No;1353,5222027697046;52048,50411947013;0;0
9513;No;No;356,61316795134326;44473,3964918855;0;0
990;No;Yes;1056,3655498913217;15432,395988769487;1;0
8783;No;No;497,72578516960584;26591,113170886023;0;0
8900;No;No;355,030065741944;52926,777763044534;0;0
9401;No;Yes;1182,6790445439785;17287,74846770751;1;0
195;No;No;900,0853325974986;41276,56318949867;0;0
3211;No;No;1251,8885020792368;50174,32906967423;0;0
1091;No;No;306,9569266268387;32428,812906885585;0;0
826;No;No;1030,9275643828782;36271,334562997596;0;0
7912;No;No;398,42731992933614;37094,56786771755;0;0
1228;No;No;1682,2012236140572;30441,554846171137;0;0
4079;No;No;389,3958811341093;20200,3799415541;0;0
3060;No;No;1146,0676890978855;39902,44189218955;0;0
8526;No;No;1816,9735015648014;29897,1818126619;0;0
7007;No;Yes;1033,0562834780787;15453,03370374438;1;0
3811;No;No;1435,3600954262295;33728,8923192302;0;0
8008;No;No;668,3980286377996;38637,43388471912;0;0
7823;No;No;634,3999798282312;33377,36038615704;0;0
8152;No;No;784,4700534680509;52617,207089956035;0;0
2234;No;Yes;1366,4775337555395;11268,774333045443;1;0
900;No;No;0,0;44807,378273691094;0;0
3158;No;Yes;717,6016730352057;13729,051763239962;1;0
1327;No;No;1105,556172731253;38886,03580648852;0;0
5593;No;No;408,1160299936207;39388,31756118266;0;0
5535;No;Yes;1579,9900322301523;13274,731502390287;1;0
8976;No;No;419,7020001307005;44989,76284898786;0;0
6408;No;No;670,0082484244738;35919,79676942361;0;0
3449;No;No;0,0;42515,16282774676;0;0
8524;No;Yes;1521,4949491215395;18018,904340889327;1;0
4779;No;No;840,015018103735;51350,637671307326;0;0
5199;No;Yes;1298,9014931548122;14975,264926978984;1;0
2458;No;No;0,0;34838,43926514223;0;0
7697;No;No;620,681596802363;34549,086466696135;0;0
5717;No;No;947,7959041328014;45284,20594830965;0;0
7755;No;No;437,5552567193571;37212,269360243095;0;0
9263;No;No;1278,4299721182579;25590,65652486319;0;0
1003;No;No;0,0;29514,033612611252;0;0
9025;No;No;1,9807344407628307;42380,874850479326;0;0
2410;No;No;1161,2399338944379;52064,47135294933;0;0
2914;No;No;1563,9934188398604;37119,6019665666;0;0
2991;No;Yes;373,062516538222;22018,98210010834;1;0
1692;No;No;800,4862112452747;37715,83632829011;0;0
8840;No;Yes;903,4388119687136;13028,150862604598;1;0
6221;No;No;691,4184985859797;40232,65665762511;0;0
4930;No;No;643,4811547925086;45925,88666307992;0;0
7171;No;Yes;1506,6916752502646;20680,1826452459;1;0
1297;No;No;368,80072862684295;34526,03536891623;0;0
1622;No;No;114,8844750661076;27365,4222002411;0;0
6123;No;Yes;1406,567671075317;23050,88826937557;1;0
4583;No;No;538,9498876367494;35634,20280321492;0;0
1129;No;No;891,4032409541946;46611,73163625492;0;0
7623;No;No;659,7508150507801;50536,90097155257;0;0
2299;No;No;1237,5474004851003;37387,15415399339;0;0
4630;No;No;587,2594597654959;33732,216230413535;0;0
8574;No;Yes;584,5180961585515;19624,588659866724;1;0
924;No;No;534,9731546980664;44079,332867929086;0;0
8749;No;No;522,1534576379499;40717,16252193945;0;0
5629;No;No;752,0562947013748;49741,43151848116;0;0
9298;No;No;1099,6249097130024;48202,21488119262;0;0
5278;No;No;1377,462061342761;49406,07270157496;0;0
3257;No;No;0,0;24818,358625645997;0;0
7418;No;Yes;864,9479860547474;8624,22071922716;1;0
6300;No;Yes;406,48238490455617;22708,901079561558;1;0
7833;No;No;844,0412923185792;32089,62464666959;0;0
8729;No;No;439,49636401216287;46784,94481292734;0;0
3416;No;No;1203,7361785315497;40969,08234673769;0;0
6520;No;No;1333,1821276367898;19396,031880015482;0;0
5974;No;No;1569,870323992701;55938,76621994145;0;0
566;No;No;337,7567539942778;33655,57243473156;0;0
8670;No;Yes;948,151302609926;18107,357152872755;1;0
8937;No;No;1038,7002658578538;33783,714215639826;0;0
2405;No;No;994,990169963546;39315,95589098181;0;0
3930;No;Yes;361,61046686698216;21685,692232712423;1;0
6115;No;Yes;911,7867777010968;20928,392440951702;1;0
5096;No;No;1344,7112814931359;26215,3918353377;0;0
6815;No;No;375,72057303567755;35564,41027248821;0;0
5960;No;No;1572,8111076437294;18218,474362338904;0;0
9827;No;Yes;0,0;17557,963336588356;1;0
2787;No;No;797,2493692912475;39928,58817861158;0;0
693;No;Yes;1052,2274777406249;17410,751592586963;1;0
8699;No;No;1651,3225527441268;34024,66368285137;0;0
5086;No;No;782,4133944019726;34830,62628552807;0;0
6622;No;Yes;1109,4682172484813;21663,132473423815;1;0
5909;No;Yes;780,2279181435334;25228,71072584627;1;0
9284;No;No;927,6159508468587;40618,11064986728;0;0
377;No;Yes;1459,6870830451578;15575,41923337798;1;0
8571;No;No;690,1857312633808;32761,22721467141;0;0
5342;No;No;1024,3263769155647;33832,489629267104;0;0
912;No;Yes;602,3064954907263;12927,712802396381;1;0
2881;No;No;1210,0146310630914;45066,13324434307;0;0
5815;No;No;1438,7584730381836;24061,647596698807;0;0
7777;No;No;135,95334575120194;49372,83598441086;0;0
8986;No;No;637,2169994328945;48461,90943714983;0;0
8367;No;Yes;1908,2420079173726;17642,626627648213;1;0
771;No;No;1172,4594991058434;34690,138278986764;0;0
1924;No;No;1004,255095316341;36895,86554929395;0;0
8403;No;No;0,0;63251,307626935;0;0
8264;No;No;1234,8316780692112;40155,45141116136;0;0
6390;No;No;1004,1876645374193;37132,657213994025;0;0
9042;No;No;861,3638604358503;47969,67726427973;0;0
2075;No;No;377,19384535777186;41901,847366319096;0;0
8386;No;Yes;1102,1272768403728;14009,942994050205;1;0
2857;No;No;662,1644450942381;30390,060069912885;0;0
8903;No;No;444,04270268640323;47857,7146122207;0;0
3121;No;No;564,9074481127078;35820,88568464264;0;0
988;No;No;240,84155277880126;56089,154251144384;0;0
9073;No;No;1012,2862080704383;60697,63361547755;0;0
6315;No;Yes;925,4112876173908;15120,335622557608;1;0
891;No;No;110,85436510537522;27370,30436568997;0;0
589;No;No;1236,5474935522334;36211,49036181674;0;0
7197;No;Yes;1492,0658538068271;11615,983465231158;1;0
9900;No;No;496,37547840784623;33782,53719656224;0;0
7695;No;Yes;819,9121905423967;16585,028099129915;1;0
4337;No;No;486,81597224266375;25117,64381901836;0;0
3602;No;Yes;1161,0261765111927;13913,441956315266;1;0
2469;No;Yes;1032,6708146106616;13901,118966776568;1;0
1057;No;No;1121,1512510700709;35765,70649492877;0;0
6028;No;No;1075,1183456950118;47566,78403305572;0;0
1423;No;No;457,8690747021612;43134,54801056389;0;0
3471;No;No;378,72302030756634;15738,331835945693;0;0
4566;No;No;72,65008166092957;50786,979185168966;0;0
9550;No;Yes;1740,8700502599165;17478,0312948152;1;0
7093;No;No;508,45324416514904;31966,400879378958;0;0
5860;No;No;637,902180966316;48425,72265169008;0;0
2755;No;Yes;1176,893302532826;23634,81573125483;1;0
6060;No;No;1068,1463501419444;27859,864449813893;0;0
4697;No;No;1092,0988340176937;32122,051184739583;0;0
4240;No;No;491,03649804826506;37835,61321145757;0;0
3086;No;Yes;1436,3208199930586;27658,38666833945;1;0
6280;No;No;1096,0036012744717;52030,972604646275;0;0
9963;No;Yes;1635,175122272734;13518,930621511812;1;0
6063;No;No;1505,707166930713;35786,327159483815;0;0
7220;No;No;636,3043098440437;52011,069216214164;0;0
7656;No;Yes;270,5992974360564;15728,910707297364;1;0
3253;No;No;486,384423514895;53051,72367741998;0;0
3059;No;Yes;1380,096737157166;14142,075437436933;1;0
4171;No;No;1041,0715231936479;41485,62371819213;0;0
9788;No;Yes;0,0;20195,002659482947;1;0
5214;No;No;383,86015497282517;31749,67842401992;0;0
6813;No;No;468,8699084735013;44285,320112412155;0;0
9448;No;No;1216,9814515885405;37967,68807500242;0;0
5649;No;No;1911,6685167282876;52802,0888231585;0;0
1426;No;No;1241,9542428894424;41952,115772097175;0;0
1847;No;Yes;873,6412371770011;21810,611990171266;1;0
8519;No;Yes;1262,4807657028546;15636,257361759072;1;0
8319;No;Yes;0,0;20963,38311457594;1;0
729;No;No;961,472070662985;51936,75988750768;0;0
9219;No;Yes;313,2133614418992;28399,35085675944;1;0
2733;No;No;337,57599988682637;52192,27471781803;0;0
3113;No;No;0,0;65943,78394079873;0;0
2093;No;Yes;1805,2930711196009;10405,426660348388;1;0
5020;No;No;921,3478541149918;47610,95519696125;0;0
5652;No;No;918,4610912204646;32468,45073718255;0;0
7228;No;No;558,3388573847814;38284,675534335736;0;0
7921;No;No;761,9884906304952;39172,94523516352;0;0
2215;No;Yes;335,35794787611655;5118,745551436548;1;0
6151;No;No;743,5650135747097;28893,876006198;0;0
1887;No;No;1184,8996250596244;53896,902247932114;0;0
7751;No;No;98,2290556803614;48070,15931622693;0;0
6844;No;No;875,2953347868347;46041,75627802512;0;0
8511;No;No;817,4743281162727;41994,92534023253;0;0
8432;No;No;1217,9486598006056;43996,01399568545;0;0
291;No;No;1025,0388330316234;43510,049637857555;0;0
1205;No;No;0,0;34522,885558281894;0;0
1125;No;No;0,0;40393,47542674196;0;0
6003;No;No;384,3310693682672;34232,06923196863;0;0
9118;No;No;184,53047385798754;35058,340654856846;0;0
4666;No;No;366,32128130265636;40904,76363334359;0;0
3082;No;No;523,8137169917032;45284,18934849515;0;0
4996;No;No;1243,4513482109717;41184,89890682813;0;0
2694;No;Yes;789,2148948546693;18231,83025507124;1;0
8219;No;Yes;866,4967606785902;24262,6938973924;1;0
5533;No;No;878,0093851672486;15262,935114901487;0;0
3365;No;No;153,56334302316327;49405,26098274787;0;0
3263;No;No;713,4368134134709;48176,42822031717;0;0
8145;No;No;1186,7962313673295;52689,250138452655;0;0
7383;No;No;483,63752662047;47517,65500357219;0;0
8629;No;No;698,9051299610787;27001,553899309183;0;0
5018;No;Yes;1083,7113910670357;17040,519396084237;1;0
2804;No;Yes;1202,3907051780209;14036,620879558033;1;0
7154;No;Yes;635,3621561028933;13912,218531579696;1;0
8333;No;No;675,8425047195318;38173,92575385271;0;0
4110;No;Yes;1828,6143251257756;20225,806114114104;1;0
4617;No;No;871,2313984000265;31770,62398201767;0;0
5648;No;No;853,2462215899311;41581,195336222976;0;0
7257;No;Yes;0,0;18495,779820819596;1;0
2485;No;No;858,7611253906302;29150,344013412796;0;0
3420;No;Yes;1734,5858398553737;14165,278864270653;1;0
7311;No;Yes;1218,5431648810418;14063,116889294315;1;0
4674;No;No;54,675220865282995;32279,568427143495;0;0
3292;No;No;466,57914298464357;24719,395518187514;0;0
9341;No;No;1003,6014265304012;24978,084721436036;0;0
2303;No;Yes;1000,6217678560678;17223,637965174035;1;0
6146;No;No;638,5403332127308;20607,459303769865;0;0
99;No;No;243,84132832575978;47193,888130970634;0;0
9747;No;Yes;912,5594287155635;14262,128497830136;1;0
1332;No;Yes;224,33876902346174;18282,216595395617;1;0
6692;No;No;617,591440461858;43871,69795855793;0;0
4009;No;Yes;741,4423677368763;15499,919321248612;1;0
6816;No;No;772,8229976697506;25556,757165133517;0;0
8611;No;No;36,235041234553705;49075,981558115636;0;0
4808;No;No;295,84323095228865;30602,26689010587;0;0
9031;No;Yes;1038,5409970892806;21839,720028991975;1;0
6619;No;No;1577,9725436046347;50430,23981006757;0;0
757;No;No;985,6140627369952;49948,46711190456;0;0
5756;No;No;539,5934291201064;9950,229447162867;0;0
3242;No;No;1289,6022371748218;35164,88975885958;0;0
8082;No;No;1409,1121603240263;30626,22398748259;0;0
2068;No;Yes;956,720391942074;14464,807383165871;1;0
4014;No;No;423,43047377069064;46000,79667758682;0;0
110;No;No;1056,6108304962984;30546,60103437739;0;0
5088;No;No;561,6230018269952;36266,80587930833;0;0
6733;No;No;140,01857565778266;52099,11629945488;0;0
6339;No;No;685,2069414405015;40555,79988474529;0;0
9093;No;Yes;1363,9929568413245;18140,36103099844;1;0
1620;No;No;1085,4255718050958;39274,83387123518;0;0
7849;No;No;1194,4564635290635;49316,997758463054;0;0
6738;No;No;0,0;44902,92934692532;0;0
5024;No;No;387,7866997892144;38745,36115150062;0;0
628;No;No;622,9295073871783;48874,55576804608;0;0
7690;No;No;845,0777454166339;38410,843570764366;0;0
3341;No;Yes;932,487404912021;14950,09473498978;1;0
4578;No;No;1137,7911571330646;21103,429620978408;0;0
6529;No;No;264,96805412596956;36842,82266142324;0;0
593;No;No;908,9314586446133;68758,87839889454;0;0
1306;No;No;630,7255594738792;30466,37851511417;0;0
955;No;Yes;1183,6929502387115;13081,66106328497;1;0
3611;No;Yes;759,8033263806941;14217,698881076281;1;0
6065;No;No;123,28606811842769;47467,958953802736;0;0
8242;No;Yes;941,7180088833016;23362,97717435433;1;0
5735;No;No;865,6970037668908;33541,04637956183;0;0
1113;No;No;1175,7151929104523;24000,89493772517;0;0
4045;No;Yes;920,231114913882;16088,20809991526;1;0
4193;No;Yes;1924,559775462727;8097,917975284292;1;0
4296;No;No;1313,5003782172723;31145,70835030143;0;0
2934;No;No;1149,7201358404868;57890,515958279386;0;0
179;No;Yes;1390,0307825189202;21299,099226533537;1;0
3394;No;No;619,9038223414234;29217,352343186365;0;0
9654;No;No;579,2802194325758;50813,50924883592;0;0
767;No;No;1027,8950352508152;21551,611089704686;0;0
1536;No;No;686,0723085700881;32318,42224081014;0;0
6511;No;No;574,9553576794016;33517,21102823138;0;0
2906;No;Yes;643,5652671557448;21323,049442030482;1;0
4542;No;No;735,9270009540227;18373,486496300906;0;0
4825;No;No;1523,372674116251;44603,32637151891;0;0
6506;No;Yes;1168,8684032825292;18113,343766379196;1;0
2159;No;Yes;539,8347930885018;13119,685854915286;1;0
9943;No;No;611,1797439258035;38712,394262689115;0;0
4366;No;Yes;1437,8303629286293;23062,494869490292;1;0
8139;No;No;425,7797909100063;42131,53595557939;0;0
837;No;No;163,74710372413927;38970,02890458533;0;0
331;No;No;367,4660121832011;30611,272270689682;0;0
5254;No;No;761,7506343131804;13889,132534933218;0;0
3150;No;Yes;326,4386247592388;21109,431814815245;1;0
7681;No;No;314,9851768140665;51112,93786602573;0;0
1355;No;No;861,6819237008466;49672,34718091244;0;0
6740;No;Yes;1623,3366046674228;14338,408781325194;1;0
7993;No;No;81,91809170967815;40936,90643951701;0;0
7694;No;No;878,9279370830766;47228,34093137436;0;0
5374;No;Yes;731,5118010770566;26505,344524846478;1;0
7054;No;Yes;1670,829991105154;11385,880271579219;1;0
5343;No;No;1277,1230980596115;42472,90826648834;0;0
1453;No;No;1198,175926835474;42968,63988353001;0;0
5567;No;No;1186,9327290593503;51742,57643673572;0;0
936;No;No;1088,6740772095022;47147,72594529813;0;0
3601;No;Yes;1405,6589267833556;19701,755433556616;1;0
4175;No;No;1266,7960212825838;34652,10888302815;0;0
1848;No;No;434,24334035420577;57146,426104100756;0;0
9773;No;No;426,28639637922043;38585,54909045034;0;0
5395;No;No;1262,4045159383925;57158,75502023525;0;0
1816;No;Yes;1299,1873236692377;19878,747349851885;1;0
6419;No;Yes;514,199497794009;21482,03480843967;1;0
3260;No;Yes;588,7567070040396;24015,960671824443;1;0
5515;No;Yes;643,5770009176719;28765,91052522303;1;0
1918;No;No;1666,4156238280445;18916,374862988145;0;0
2760;No;No;1248,885849117394;51897,394908378956;0;0
6928;No;Yes;901,1865025713887;19204,7016202932;1;0
2845;No;No;1598,303417264654;46404,664694808926;0;0
1478;No;No;286,3299636292574;59576,65031790102;0;0
1972;No;Yes;850,1598865934272;26764,292461686433;1;0
4762;No;Yes;992,3483202722667;22324,995595221044;1;0
6672;No;Yes;1094,740579046757;19638,26542807402;1;0
9753;No;No;755,4604432481373;33460,92620643476;0;0
5519;No;No;866,4026311630856;18586,727165301843;0;0
6827;No;No;1065,626806378145;36015,68758369905;0;0
1482;No;No;111,06191050975747;40675,327377865266;0;0
1996;No;Yes;1105,925571048808;13126,214243142978;1;0
5873;No;Yes;1246,4371783918045;15756,718246117913;1;0
976;No;Yes;1279,9352268471564;21107,520243677816;1;0
6248;No;No;409,41174914965774;53624,45774976513;0;0
6413;No;Yes;1465,8495540449273;17678,736306595885;1;0
8615;No;No;1028,9643423919067;18701,40959446438;0;0
4099;No;Yes;1345,2882971890788;23169,40413009087;1;0
4729;No;No;863,1384409817056;58119,71660421198;0;0
5002;No;No;630,6653369018936;56266,75849911413;0;0
3468;No;No;1127,507577018484;64618,74213604203;0;0
2104;No;No;1018,2212595671737;39893,30286818443;0;0
4916;No;No;1081,0013367161798;32344,57858431832;0;0
9684;No;No;1132,1749034767354;56152,4290396227;0;0
9744;No;No;1389,80307501266;48868,093153373535;0;0
108;No;No;958,1694184689882;32816,28479564153;0;0
255;No;No;561,9257991243951;31388,50564541621;0;0
5914;No;No;1053,3758785390976;39612,67194174588;0;0
5624;No;No;479,6771517802281;40995,03620994095;0;0
7684;No;No;832,2174012597121;44053,2560569607;0;0
2486;No;Yes;992,7762448535943;14204,672146536777;1;0
3256;No;No;355,9366265830367;34730,88552388972;0;0
507;No;Yes;1110,100456531919;13013,610567213607;1;0
9924;No;No;751,3666276192325;31574,421161156777;0;0
6863;No;No;683,9971778179828;36578,18465005968;0;0
8707;No;No;1058,2843316214166;39314,513470209225;0;0
7634;No;No;789,3268693073766;36183,65663675127;0;0
6319;No;No;943,3876406763547;39415,59564725537;0;0
330;No;No;230,23058789876723;37875,614823143034;0;0
565;No;Yes;1478,6185450644466;18026,471098964932;1;0
5799;No;Yes;815,3415650341718;26064,36561794408;1;0
2169;No;Yes;306,610770383547;11511,884220251397;1;0
5119;No;No;507,39613159445605;35353,405530630895;0;0
9316;No;No;347,37107822637813;18488,147316203485;0;0
5028;No;No;491,04850608109405;37219,521075924065;0;0
39;No;No;742,6276207855974;37864,82393889518;0;0
8164;No;No;852,3933684578228;46320,854888197915;0;0
6987;No;Yes;684,9353812187546;21908,571587297538;1;0
2577;No;Yes;1232,7947365652817;16279,185401229777;1;0
4388;No;No;650,0755294790806;32560,761041990387;0;0
3197;No;Yes;874,3483757795099;10845,018829415725;1;0
2633;No;Yes;1796,2676398116287;21126,177207055214;1;0
8668;No;No;1649,2116069366634;42148,74387953678;0;0
4777;No;Yes;1316,6520763470935;12165,728998302602;1;0
4334;No;Yes;1045,3388134994057;29601,403943957906;1;0
3832;No;No;537,5871864512375;46953,376809279456;0;0
7810;No;No;1794,4115750223502;44037,8475163971;0;0
3319;No;Yes;376,77079882823455;16042,238921632841;1;0
4199;No;No;1404,0991555502342;28764,49670621061;0;0
2948;No;No;1670,4230080680472;41409,771148996624;0;0
7180;No;Yes;889,2928430413191;14273,293715095795;1;0
2393;No;No;838,2760676993179;55082,317526615996;0;0
3105;No;Yes;1624,7956418145309;10623,597450824638;1;0
11;No;Yes;0,0;21871,07308927755;1;0
1580;No;No;864,0471984000835;27690,113535466884;0;0
8153;No;No;604,9800025796753;38885,31031963784;0;0
1132;No;No;0,0;32582,74556476364;0;0
9592;No;No;51,18598569793369;39385,759683109514;0;0
8233;No;No;1023,8920317375446;33392,709783451435;0;0
4976;No;No;803,8311868140945;33417,77241199449;0;0
3026;No;Yes;1254,6625825683404;18189,520762852833;1;0
3904;No;Yes;973,9031101957552;21590,034904112435;1;0
785;No;No;48,91185684144307;35155,17246699319;0;0
8762;No;No;226,29922537110758;34305,25607812367;0;0
1516;No;Yes;740,7379512411862;13065,56593589388;1;0
