country;continent;year;lifeExp;pop;gdpPercap;pred;resid
Austria;Europe;2002;78,98;8148312;32417,60769;78,54807692;0,431923077
Austria;Europe;2007;79,829;8199783;36126,4927;79,75803846;0,070961538
Bahrain;Asia;1952;50,939;120447;9867,084765;52,74920513;-1,810205128
Bahrain;Asia;1957;53,832;138655;11635,79945;55,08674359;-1,25474359
Bahrain;Asia;1962;56,923;171863;12753,27514;57,42428205;-0,501282051
Bahrain;Asia;1967;59,923;202182;14804,6727;59,76182051;0,161179487
Bahrain;Asia;1972;63,3;230800;18268,65839;62,09935897;1,200641026
Bahrain;Asia;1977;65,593;297410;19340,10196;64,43689744;1,156102564
Bahrain;Asia;1982;69,052;377967;19211,14731;66,7744359;2,277564103
Bahrain;Asia;1987;70,75;454612;18524,02406;69,11197436;1,638025641
Bahrain;Asia;1992;72,601;529491;19035,57917;71,44951282;1,151487179
Bahrain;Asia;1997;73,925;598561;20292,01679;73,78705128;0,137948718
Bahrain;Asia;2002;74,795;656397;23403,55927;76,12458974;-1,329589744
Bahrain;Asia;2007;75,635;708573;29796,04834;78,46212821;-2,827128205
Bangladesh;Asia;1952;37,484;46886859;684,2441716;36,13548718;1,348512821
Bangladesh;Asia;1957;39,348;51365468;661,6374577;38,62614103;0,721858974
Bangladesh;Asia;1962;41,216;56839289;686,3415538;41,11679487;0,099205128
Bangladesh;Asia;1967;43,453;62821884;721,1860862;43,60744872;-0,154448718
Bangladesh;Asia;1972;45,252;70759295;630,2336265;46,09810256;-0,846102564
Bangladesh;Asia;1977;46,923;80428306;659,8772322;48,58875641;-1,66575641
Bangladesh;Asia;1982;50,009;93074406;676,9818656;51,07941026;-1,070410256
Bangladesh;Asia;1987;52,819;103764241;751,9794035;53,5700641;-0,751064103
Bangladesh;Asia;1992;56,018;113704579;837,8101643;56,06071795;-0,042717949
Bangladesh;Asia;1997;59,412;123315288;972,7700352;58,55137179;0,860628205
Bangladesh;Asia;2002;62,013;135656790;1136,39043;61,04202564;0,970974359
Bangladesh;Asia;2007;64,062;150448339;1391,253792;63,53267949;0,529320513
Belgium;Europe;1952;68;8730405;8343,105127;67,89192308;0,108076923
Belgium;Europe;1957;69,24;8989111;9714,960623;68,93734615;0,302653846
Belgium;Europe;1962;70,25;9218400;10991,20676;69,98276923;0,267230769
Belgium;Europe;1967;70,94;9556500;13149,04119;71,02819231;-0,088192308
Belgium;Europe;1972;71,44;9709100;16672,14356;72,07361538;-0,633615385
Belgium;Europe;1977;72,8;9821800;19117,97448;73,11903846;-0,319038462
Belgium;Europe;1982;73,93;9856303;20979,84589;74,16446154;-0,234461538
Belgium;Europe;1987;75,35;9870200;22525,56308;75,20988462;0,140115385
Belgium;Europe;1992;76,46;10045622;25575,57069;76,25530769;0,204692308
Belgium;Europe;1997;77,53;10199787;27561,19663;77,30073077;0,229269231
Belgium;Europe;2002;78,32;10311970;30485,88375;78,34615385;-0,026153846
Belgium;Europe;2007;79,441;10392226;33692,60508;79,39157692;0,049423077
Benin;Africa;1952;38,223;1738315;1062,7522;39,58851282;-1,365512821
Benin;Africa;1957;40,358;1925173;959,6010805;41,25967716;-0,901677156
Benin;Africa;1962;42,618;2151895;949,4990641;42,93084149;-0,312841492
Benin;Africa;1967;44,885;2427334;1035,831411;44,60200583;0,282994172
Benin;Africa;1972;47,014;2761407;1085,796879;46,27317016;0,740829837
Benin;Africa;1977;49,19;3168267;1029,161251;47,9443345;1,245665501
Benin;Africa;1982;50,904;3641603;1277,897616;49,61549883;1,288501166
Benin;Africa;1987;52,337;4243788;1225,85601;51,28666317;1,05033683
Benin;Africa;1992;53,919;4981671;1191,207681;52,95782751;0,961172494
Benin;Africa;1997;54,777;6066080;1232,975292;54,62899184;0,148008159
Benin;Africa;2002;54,406;7026113;1372,877931;56,30015618;-1,894156177
Benin;Africa;2007;56,728;8078314;1441,284873;57,97132051;-1,243320513
Bolivia;Americas;1952;40,414;2883315;2677,326347;38,75644872;1,657551282
Bolivia;Americas;1957;41,89;3211738;2127,686326;41,25610956;0,633890443
Bolivia;Americas;1962;43,428;3593918;2180,972546;43,7557704;-0,327770396
Bolivia;Americas;1967;45,032;4040665;2586,886053;46,25543124;-1,223431235
Bolivia;Americas;1972;46,714;4565872;2980,331339;48,75509207;-2,041092075
Bolivia;Americas;1977;50,023;5079716;3548,097832;51,25475291;-1,231752914
Bolivia;Americas;1982;53,859;5642224;3156,510452;53,75441375;0,104586247
Bolivia;Americas;1987;57,251;6156369;2753,69149;56,25407459;0,996925408
Bolivia;Americas;1992;59,957;6893451;2961,699694;58,75373543;1,203264569
Bolivia;Americas;1997;62,05;7693188;3326,143191;61,25339627;0,79660373
Bolivia;Americas;2002;63,883;8445134;3413,26269;63,75305711;0,12994289
Bolivia;Americas;2007;65,554;9119152;3822,137084;66,25271795;-0,698717949
Bosnia and Herzegovina;Europe;1952;53,82;2791000;973,5331948;58,0895641;-4,269564103
Bosnia and Herzegovina;Europe;1957;58,45;3076000;1353,989176;59,83834033;-1,388340326
Bosnia and Herzegovina;Europe;1962;61,93;3349000;1709,683679;61,58711655;0,34288345
Bosnia and Herzegovina;Europe;1967;64,79;3585000;2172,352423;63,33589277;1,454107226
Bosnia and Herzegovina;Europe;1972;67,45;3819000;2860,16975;65,084669;2,365331002
Bosnia and Herzegovina;Europe;1977;69,86;4086000;3528,481305;66,83344522;3,026554779
Bosnia and Herzegovina;Europe;1982;70,69;4172693;4126,613157;68,58222145;2,107778555
Bosnia and Herzegovina;Europe;1987;71,14;4338977;4314,114757;70,33099767;0,809002331
Bosnia and Herzegovina;Europe;1992;72,178;4256013;2546,781445;72,07977389;0,098226107
Bosnia and Herzegovina;Europe;1997;73,244;3607000;4766,355904;73,82855012;-0,584550117
Bosnia and Herzegovina;Europe;2002;74,09;4165416;6018,975239;75,57732634;-1,48732634
Bosnia and Herzegovina;Europe;2007;74,852;4552198;7446,298803;77,32610256;-2,474102564
Botswana;Africa;1952;47,622;442308;851,2411407;52,92911538;-5,307115385
Botswana;Africa;1957;49,618;474639;918,2325349;53,23245804;-3,614458042
Botswana;Africa;1962;51,52;512764;983,6539764;53,5358007;-2,015800699
Botswana;Africa;1967;53,298;553541;1214,709294;53,83914336;-0,541143357
Botswana;Africa;1972;56,024;619351;2263,611114;54,14248601;1,881513986
Botswana;Africa;1977;59,319;781472;3214,857818;54,44582867;4,873171329
Botswana;Africa;1982;61,484;970347;4551,14215;54,74917133;6,734828671
Botswana;Africa;1987;63,622;1151184;6205,88385;55,05251399;8,569486014
Botswana;Africa;1992;62,745;1342614;7954,111645;55,35585664;7,389143357
Botswana;Africa;1997;52,556;1536536;8647,142313;55,6591993;-3,103199301
Botswana;Africa;2002;46,634;1630347;11003,60508;55,96254196;-9,328541958
Botswana;Africa;2007;50,728;1639131;12569,85177;56,26588462;-5,537884615
Brazil;Americas;1952;50,917;56602560;2108,944355;51,51203846;-0,595038462
Brazil;Americas;1957;53,285;65551171;2487,365989;53,46248601;-0,177486014
Brazil;Americas;1962;55,665;76039390;3336,585802;55,41293357;0,252066434
Brazil;Americas;1967;57,632;88049823;3429,864357;57,36338112;0,268618881
Brazil;Americas;1972;59,504;100840058;4985,711467;59,31382867;0,190171329
Brazil;Americas;1977;61,489;114313951;6660,118654;61,26427622;0,224723776
Brazil;Americas;1982;63,336;128962939;7030,835878;63,21472378;0,121276224
Brazil;Americas;1987;65,205;142938076;7807,095818;65,16517133;0,039828671
Brazil;Americas;1992;67,057;155975974;6950,283021;67,11561888;-0,058618881
Brazil;Americas;1997;69,388;168546719;7957,980824;69,06606643;0,321933566
Brazil;Americas;2002;71,006;179914212;8131,212843;71,01651399;-0,010513986
Brazil;Americas;2007;72,39;190010647;9065,800825;72,96696154;-0,576961538
Bulgaria;Europe;1952;59,6;7274900;2444,286648;65,73730769;-6,137307692
Bulgaria;Europe;1957;66,61;7651254;3008,670727;66,46575175;0,144248252
Bulgaria;Europe;1962;69,51;8012946;4254,337839;67,1941958;2,315804196
Bulgaria;Europe;1967;70,42;8310226;5577,0028;67,92263986;2,49736014
Bulgaria;Europe;1972;70,9;8576200;6597,494398;68,65108392;2,248916084
Bulgaria;Europe;1977;70,81;8797022;7612,240438;69,37952797;1,430472028
Bulgaria;Europe;1982;71,08;8892098;8224,191647;70,10797203;0,972027972
Bulgaria;Europe;1987;71,34;8971958;8239,854824;70,83641608;0,503583916
Bulgaria;Europe;1992;71,19;8658506;6302,623438;71,56486014;-0,37486014
Bulgaria;Europe;1997;70,32;8066057;5970,38876;72,2933042;-1,973304196
Bulgaria;Europe;2002;72,14;7661799;7696,777725;73,02174825;-0,881748252
Bulgaria;Europe;2007;73,005;7322858;10680,79282;73,75019231;-0,745192308
Burkina Faso;Africa;1952;31,975;4469979;543,2552413;34,68469231;-2,709692308
Burkina Faso;Africa;1957;34,906;4713416;617,1834648;36,50456643;-1,598566434
Burkina Faso;Africa;1962;37,814;4919632;722,5120206;38,32444056;-0,510440559
Burkina Faso;Africa;1967;40,697;5127935;794,8265597;40,14431469;0,552685315
Burkina Faso;Africa;1972;43,591;5433886;854,7359763;41,96418881;1,626811189
Burkina Faso;Africa;1977;46,137;5889574;743,3870368;43,78406294;2,352937063
Burkina Faso;Africa;1982;48,122;6634596;807,1985855;45,60393706;2,518062937
Burkina Faso;Africa;1987;49,557;7586551;912,0631417;47,42381119;2,133188811
Burkina Faso;Africa;1992;50,26;8878303;931,7527731;49,24368531;1,016314685
Burkina Faso;Africa;1997;50,324;10352843;946,2949618;51,06355944;-0,739559441
Burkina Faso;Africa;2002;50,65;12251209;1037,645221;52,88343357;-2,233433566
Burkina Faso;Africa;2007;52,295;14326203;1217,032994;54,70330769;-2,408307692
Burundi;Africa;1952;39,031;2445618;339,2964587;40,57864103;-1,547641026
Burundi;Africa;1957;40,533;2667518;379,5646281;41,34931235;-0,816312354
Burundi;Africa;1962;42,045;2961915;355,2032273;42,11998368;-0,074983683
Burundi;Africa;1967;43,548;3330989;412,9775136;42,89065501;0,657344988
Burundi;Africa;1972;44,057;3529983;464,0995039;43,66132634;0,39567366
Burundi;Africa;1977;45,91;3834415;556,1032651;44,43199767;1,478002331
Burundi;Africa;1982;47,471;4580410;559,603231;45,202669;2,268331002
Burundi;Africa;1987;48,211;5126023;621,8188189;45,97334033;2,237659674
Burundi;Africa;1992;44,736;5809236;631,6998778;46,74401166;-2,008011655
Burundi;Africa;1997;45,326;6121610;463,1151478;47,51468298;-2,188682984
Burundi;Africa;2002;47,36;7021078;446,4035126;48,28535431;-0,925354312
Burundi;Africa;2007;49,58;8390505;430,0706916;49,05602564;0,523974359
Cambodia;Asia;1952;39,417;4693836;368,4692856;37,01542308;2,401576923
Cambodia;Asia;1957;41,366;5322536;434,0383364;38,99493706;2,371062937
Cambodia;Asia;1962;43,415;6083619;496,9136476;40,97445105;2,440548951
Cambodia;Asia;1967;45,415;6960067;523,4323142;42,95396503;2,461034965
Cambodia;Asia;1972;40,317;7450606;421,6240257;44,93347902;-4,616479021
Cambodia;Asia;1977;31,22;6978607;524,9721832;46,91299301;-15,69299301
Cambodia;Asia;1982;50,957;7272485;624,4754784;48,89250699;2,064493007
Cambodia;Asia;1987;53,914;8371791;683,8955732;50,87202098;3,041979021
Cambodia;Asia;1992;55,803;10150094;682,3031755;52,85153497;2,951465035
Cambodia;Asia;1997;56,534;11782962;734,28517;54,83104895;1,702951049
Cambodia;Asia;2002;56,752;12926707;896,2260153;56,81056294;-0,058562937
Cambodia;Asia;2007;59,723;14131858;1713,778686;58,79007692;0,932923077
Cameroon;Africa;1952;38,523;5009067;1172,667655;41,24946154;-2,726461538
Cameroon;Africa;1957;40,428;5359923;1313,048099;42,5001958;-2,072195804
Cameroon;Africa;1962;42,643;5793633;1399,607441;43,75093007;-1,10793007
Cameroon;Africa;1967;44,799;6335506;1508,453148;45,00166434;-0,202664336
Cameroon;Africa;1972;47,049;7021028;1684,146528;46,2523986;0,796601399
Cameroon;Africa;1977;49,355;7959865;1783,432873;47,50313287;1,851867133
Cameroon;Africa;1982;52,961;9250831;2367,983282;48,75386713;4,207132867
Cameroon;Africa;1987;54,985;10780667;2602,664206;50,0046014;4,980398601
Cameroon;Africa;1992;54,314;12467171;1793,163278;51,25533566;3,058664336
Cameroon;Africa;1997;52,199;14195809;1694,337469;52,50606993;-0,30706993
Cameroon;Africa;2002;49,856;15929988;1934,011449;53,7568042;-3,900804196
Cameroon;Africa;2007;50,43;17696293;2042,09524;55,00753846;-4,577538462
Canada;Americas;1952;68,75;14785584;11367,16112;68,88384615;-0,133846154
Canada;Americas;1957;69,96;17010154;12489,95006;69,97819231;-0,018192308
Canada;Americas;1962;71,3;18985849;13462,48555;71,07253846;0,227461538
Canada;Americas;1967;72,13;20819767;16076,58803;72,16688462;-0,036884615
Canada;Americas;1972;72,88;22284500;18970,57086;73,26123077;-0,381230769
Canada;Americas;1977;74,21;23796400;22090,88306;74,35557692;-0,145576923
Canada;Americas;1982;75,76;25201900;22898,79214;75,44992308;0,310076923
Canada;Americas;1987;76,86;26549700;26626,51503;76,54426923;0,315730769
Canada;Americas;1992;77,95;28523502;26342,88426;77,63861538;0,311384615
Canada;Americas;1997;78,61;30305843;28954,92589;78,73296154;-0,122961538
Canada;Americas;2002;79,77;31902268;33328,96507;79,82730769;-0,057307692
Canada;Americas;2007;80,653;33390141;36319,23501;80,92165385;-0,268653846
Central African Republic;Africa;1952;35,463;1291695;1071,310713;38,80951282;-3,346512821
Central African Republic;Africa;1957;37,464;1392284;1190,844328;39,72904079;-2,265040793
Central African Republic;Africa;1962;39,475;1523478;1193,068753;40,64856876;-1,173568765
Central African Republic;Africa;1967;41,478;1733638;1136,056615;41,56809674;-0,090096737
Central African Republic;Africa;1972;43,457;1927260;1070,013275;42,48762471;0,969375291
Central African Republic;Africa;1977;46,775;2167533;1109,374338;43,40715268;3,367847319
Central African Republic;Africa;1982;48,295;2476971;956,7529907;44,32668065;3,968319347
Central African Republic;Africa;1987;50,485;2840009;844,8763504;45,24620862;5,238791375
Central African Republic;Africa;1992;49,396;3265124;747,9055252;46,1657366;3,230263403
Central African Republic;Africa;1997;46,066;3696513;740,5063317;47,08526457;-1,019264569
Central African Republic;Africa;2002;43,308;4048013;738,6906068;48,00479254;-4,696792541
Central African Republic;Africa;2007;44,741;4369038;706,016537;48,92432051;-4,183320513
Chad;Africa;1952;38,092;2682462;1178,665927;39,80937179;-1,717371795
Chad;Africa;1957;39,881;2894855;1308,495577;41,07559207;-1,194592075
Chad;Africa;1962;41,716;3150417;1389,817618;42,34181235;-0,625812354
Chad;Africa;1967;43,601;3495967;1196,810565;43,60803263;-0,007032634
Chad;Africa;1972;45,569;3899068;1104,103987;44,87425291;0,694747086
Chad;Africa;1977;47,383;4388260;1133,98495;46,14047319;1,242526807
Chad;Africa;1982;49,517;4875118;797,9081006;47,40669347;2,110306527
Chad;Africa;1987;51,051;5498955;952,386129;48,67291375;2,378086247
Chad;Africa;1992;51,724;6429417;1058,0643;49,93913403;1,784865967
Chad;Africa;1997;51,573;7562011;1004,961353;51,20535431;0,367645688
Chad;Africa;2002;50,525;8835739;1156,18186;52,47157459;-1,946574592
Chad;Africa;2007;50,651;10238807;1704,063724;53,73779487;-3,086794872
Chile;Americas;1952;54,745;6377619;3939,978789;54,31770513;0,427294872
Chile;Americas;1957;56,074;7048426;4315,622723;56,70192541;-0,627925408
Chile;Americas;1962;57,924;7961258;4519,094331;59,08614569;-1,162145688
Chile;Americas;1967;60,523;8858908;5106,654313;61,47036597;-0,947365967
Chile;Americas;1972;63,441;9717524;5494,024437;63,85458625;-0,413586247
Chile;Americas;1977;67,052;10599793;4756,763836;66,23880653;0,813193473
Chile;Americas;1982;70,565;11487112;5095,665738;68,62302681;1,941973193
Chile;Americas;1987;72,492;12463354;5547,063754;71,00724709;1,484752914
Chile;Americas;1992;74,126;13572994;7596,125964;73,39146737;0,734532634
Chile;Americas;1997;75,816;14599929;10118,05318;75,77568765;0,040312354
Chile;Americas;2002;77,86;15497046;10778,78385;78,15990793;-0,299907925
Chile;Americas;2007;78,553;16284741;13171,63885;80,54412821;-1,991128205
China;Asia;1952;44;556263527;400,448611;47,19048154;-3,190481538
China;Asia;1957;50,54896;637408000;575,9870009;49,8440558;0,704904196
China;Asia;1962;44,50136;665770000;487,6740183;52,49763007;-7,99627007
China;Asia;1967;58,38112;754550000;612,7056934;55,15120434;3,229915664
China;Asia;1972;63,11888;862030000;676,9000921;57,8047786;5,314101399
China;Asia;1977;63,96736;943455000;741,2374699;60,45835287;3,509007133
China;Asia;1982;65,525;1000281000;962,4213805;63,11192713;2,413072867
China;Asia;1987;67,274;1084035000;1378,904018;65,7655014;1,508498601
China;Asia;1992;68,69;1164970000;1655,784158;68,41907566;0,270924336
China;Asia;1997;70,426;1230075000;2289,234136;71,07264993;-0,64664993
China;Asia;2002;72,028;1280400000;3119,280896;73,7262242;-1,698224196
China;Asia;2007;72,961;1318683096;4959,114854;76,37979846;-3,418798462
Colombia;Americas;1952;50,643;12350771;2144,115096;53,42711538;-2,784115385
Colombia;Americas;1957;55,118;14485993;2323,805581;55,33086713;-0,212867133
Colombia;Americas;1962;57,863;17009885;2492,351109;57,23461888;0,628381119
Colombia;Americas;1967;59,963;19764027;2678,729839;59,13837063;0,824629371
Colombia;Americas;1972;61,623;22542890;3264,660041;61,04212238;0,580877622
Colombia;Americas;1977;63,837;25094412;3815,80787;62,94587413;0,891125874
Colombia;Americas;1982;66,653;27764644;4397,575659;64,84962587;1,803374126
Colombia;Americas;1987;67,768;30964245;4903,2191;66,75337762;1,014622378
Colombia;Americas;1992;68,421;34202721;5444,648617;68,65712937;-0,236129371
Colombia;Americas;1997;70,313;37657830;6117,361746;70,56088112;-0,247881119
Colombia;Americas;2002;71,682;41008227;5755,259962;72,46463287;-0,782632867
Colombia;Americas;2007;72,889;44227550;7006,580419;74,36838462;-1,479384615
Comoros;Africa;1952;40,715;153936;1102,990936;39,996;0,719
Comoros;Africa;1957;42,46;170928;1211,148548;42,24795455;0,212045455
Comoros;Africa;1962;44,467;191689;1406,648278;44,49990909;-0,032909091
Comoros;Africa;1967;46,472;217378;1876,029643;46,75186364;-0,279863636
Comoros;Africa;1972;48,944;250027;1937,577675;49,00381818;-0,059818182
Comoros;Africa;1977;50,939;304739;1172,603047;51,25577273;-0,316772727
Comoros;Africa;1982;52,933;348643;1267,100083;53,50772727;-0,574727273
Comoros;Africa;1987;54,926;395114;1315,980812;55,75968182;-0,833681818
Comoros;Africa;1992;57,939;454429;1246,90737;58,01163636;-0,072636364
Comoros;Africa;1997;60,66;527982;1173,618235;60,26359091;0,396409091
Comoros;Africa;2002;62,974;614382;1075,811558;62,51554545;0,458454545
Comoros;Africa;2007;65,152;710960;986,1478792;64,7675;0,3845
Congo, Dem. Rep.;Africa;1952;39,143;14100005;780,5423257;41,96107692;-2,818076923
Congo, Dem. Rep.;Africa;1957;40,652;15577932;905,8602303;42,43065385;-1,778653846
Congo, Dem. Rep.;Africa;1962;42,122;17486434;896,3146335;42,90023077;-0,778230769
Congo, Dem. Rep.;Africa;1967;44,056;19941073;861,5932424;43,36980769;0,686192308
Congo, Dem. Rep.;Africa;1972;45,989;23007669;904,8960685;43,83938462;2,149615385
Congo, Dem. Rep.;Africa;1977;47,804;26480870;795,757282;44,30896154;3,495038462
Congo, Dem. Rep.;Africa;1982;47,784;30646495;673,7478181;44,77853846;3,005461538
Congo, Dem. Rep.;Africa;1987;47,412;35481645;672,774812;45,24811538;2,163884615
Congo, Dem. Rep.;Africa;1992;45,548;41672143;457,7191807;45,71769231;-0,169692308
Congo, Dem. Rep.;Africa;1997;42,587;47798986;312,188423;46,18726923;-3,600269231
Congo, Dem. Rep.;Africa;2002;44,966;55379852;241,1658765;46,65684615;-1,690846154
Congo, Dem. Rep.;Africa;2007;46,462;64606759;277,5518587;47,12642308;-0,664423077
Congo, Rep.;Africa;1952;42,111;854885;2125,621418;47,13678205;-5,025782051
Congo, Rep.;Africa;1957;45,053;940458;2315,056572;48,11226107;-3,059261072
Congo, Rep.;Africa;1962;48,435;1047924;2464,783157;49,08774009;-0,652740093
Congo, Rep.;Africa;1967;52,04;1179760;2677,939642;50,06321911;1,976780886
Congo, Rep.;Africa;1972;54,907;1340458;3213,152683;51,03869814;3,868301865
Congo, Rep.;Africa;1977;55,625;1536769;3259,178978;52,01417716;3,610822844
Congo, Rep.;Africa;1982;56,695;1774735;4879,507522;52,98965618;3,705343823
Congo, Rep.;Africa;1987;57,47;2064095;4201,194937;53,9651352;3,504864802
Congo, Rep.;Africa;1992;56,433;2409073;4016,239529;54,94061422;1,492385781
Congo, Rep.;Africa;1997;52,962;2800947;3484,164376;55,91609324;-2,95409324
Congo, Rep.;Africa;2002;52,97;3328795;3484,06197;56,89157226;-3,921572261
Congo, Rep.;Africa;2007;55,322;3800610;3632,557798;57,86705128;-2,545051282
Costa Rica;Americas;1952;57,206;926317;2627,009471;59,10470513;-1,898705128
Costa Rica;Americas;1957;60,026;1112300;2990,010802;61,11865268;-1,092652681
Costa Rica;Americas;1962;62,842;1345187;3460,937025;63,13260023;-0,290600233
Costa Rica;Americas;1967;65,424;1588717;4161,727834;65,14654779;0,277452214
Costa Rica;Americas;1972;67,849;1834796;5118,146939;67,16049534;0,688504662
Costa Rica;Americas;1977;70,75;2108457;5926,876967;69,17444289;1,57555711
Costa Rica;Americas;1982;73,45;2424367;5262,734751;71,18839044;2,261609557
