ID_REGISTRO	ID_ARQUIVO	PALAVRAS.CHAVE	VOLUME	NUMERO	ANO	MES_EDICAO	PAGINAS
227	40965-39710	x	3	7	1963	abril-junho	23-43
420	40966-39711	x	3	7	1963	abril-junho	45-60
615	40968-39712	x	3	7	1963	abril-junho	61-76
808	40969-39713	x	3	7	1963	abril-junho	77-96
1002	40970-39714	x	3	7	1963	abril-junho	97-110
445	40991-39736	x	3	8	1963	julho-setembro	109-121
309	40981-39726	x	3	8	1963	julho-setembro	11-27
639	40992-39737	x	3	8	1963	julho-setembro	123-148
1946	40993-39738	x	3	8	1963	julho-setembro	149-151
501	40982-39727	x	3	8	1963	julho-setembro	29-47
697	40983-39728	x	3	8	1963	julho-setembro	49-68
59	40984-39733	x	3	8	1963	julho-setembro	69-82
251	40989-39734	x	3	8	1963	julho-setembro	83-107
269	41004-39749	x	3	9	1963	outubro-dezembro	105-116
463	41005-39750	x	3	9	1963	outubro-dezembro	117-134
2066	41006-39751	x	3	9	1963	outubro-dezembro	135-137
2184	41007-39752	x	3	9	1963	outubro-dezembro	138-140
2303	41009-39753	x	3	9	1963	outubro-dezembro	141-142
1791	41010-39754	x	3	9	1963	outubro-dezembro	142-144
834	40996-39740	x	3	9	1963	outubro-dezembro	23-39
963	40997-39741	x	3	9	1963	outubro-dezembro	41-60
130	40998-39743	x	3	9	1963	outubro-dezembro	61-68
713	40999-39746	x	3	9	1963	outubro-dezembro	69-89
76	41003-39748	x	3	9	1963	outubro-dezembro	91-103
1559	40994-39739	x	3	9	1963	outubro-dezembro	x
1022	40785-39545	x	4	10	1964	março	111-125
190	40787-39546	x	4	10	1964	março	127-139
1716	40788-39548	x	4	10	1964	março	141-143
886	40778-39538	x	4	10	1964	março	19-54
55	40780-39540	x	4	10	1964	março	55-68
247	40782-39541	x	4	10	1964	março	69-89
635	40783-39543	x	4	10	1964	março	91-110
1542	40776-39536	x	4	10	1964	março	x
265	40794-39554	x	4	11	1964	junho	107-122
654	40796-39556	x	4	11	1964	junho	123-129
848	40797-39558	x	4	11	1964	junho	133-160
15	40799-39559	x	4	11	1964	junho	167-198
1954	40800-39560	x	4	11	1964	junho	199-200
709	40791-39551	x	4	11	1964	junho	31-71
72	40793-39553	x	4	11	1964	junho	86-106
1625	40790-39550	x	4	11	1964	junho	x
984	40808-39568	x	4	12	1964	setembro	111-149
151	40809-39569	x	4	12	1964	setembro	151-169
347	40811-39570	x	4	12	1964	setembro	171-196
209	40803-39563	x	4	12	1964	setembro	30-42
402	40805-39564	x	4	12	1964	setembro	45-72
597	40806-39566	x	4	12	1964	setembro	73-92
790	40807-39567	x	4	12	1964	setembro	93-110
1447	40802-39562	x	4	12	1964	setembro	x
484	40817-39577	x	4	13	1964	dezembro	107-132
679	40818-39578	x	4	13	1964	dezembro	133-144
2194	40819-39579	x	4	13	1964	dezembro	145-148
734	40813-39573	x	4	13	1964	dezembro	19-43
928	40814-39574	x	4	13	1964	dezembro	45-61
97	40815-39575	x	4	13	1964	dezembro	63-88
290	40816-39576	x	4	13	1964	dezembro	89-106
1530	40812-39571	x	4	13	1964	dezembro	x
139	40740-39503	x	5	14	1965	março	105-118
335	40741-39504	x	5	14	1965	março	119-139
585	40737-39500	x	5	14	1965	março	27-72
778	40738-39501	x	5	14	1965	março	73-87
972	40739-39502	x	5	14	1965	março	89-104
1596	40736-39499	x	5	14	1965	março	x
278	40748-39510	x	5	15	1965	junho	105-113
472	40749-39511	x	5	15	1965	junho	115-133
2263	40750-39512	x	5	15	1965	junho	135-137
1751	40751-39513	x	5	15	1965	junho	137-138
527	40743-39506	x	5	15	1965	junho	19-40
722	40744-39507	x	5	15	1965	junho	41-56
916	40746-39508	x	5	15	1965	junho	57-70
85	40747-39509	x	5	15	1965	junho	71-104
1418	40742-39505	x	5	15	1965	junho	x
415	40759-39519	x	5	16	1965	setembro	117-126
610	40760-39520	x	5	16	1965	setembro	127-144
1870	40761-39521	x	5	16	1965	setembro	145-148
667	40755-39515	x	5	16	1965	setembro	21-58
861	40756-39516	x	5	16	1965	setembro	59-68
28	40757-39517	x	5	16	1965	setembro	69-93
222	40758-39518	x	5	16	1965	setembro	95-115
1460	40753-39514	x	5	16	1965	setembro	x
164	40765-39525	x	5	17	1965	dezembro	107-125
360	40766-39526	x	5	17	1965	dezembro	127-144
553	40767-39527	x	5	17	1965	dezembro	149-168
803	40763-39523	x	5	17	1965	dezembro	15-39
748	40768-39528	x	5	17	1965	dezembro	169-187
1988	40769-39529	x	5	17	1965	dezembro	189-191
997	40764-39524	x	5	17	1965	dezembro	41-103
1502	40762-39522	x	5	17	1965	dezembro	x
421	40686-39439	x	6	18	1966	março	127-136
616	40687-39440	x	6	18	1966	março	137-157
809	40688-39441	x	6	18	1966	março	159-168
44	40689-39442	x	6	18	1966	março	169-195
2019	40690-39443	x	6	18	1966	março	197-201
2139	40691-39444	x	6	18	1966	março	201-208
34	40684-39437	x	6	18	1966	março	25-49
228	40685-39438	x	6	18	1966	março	51-126
1430	40683-39436	x	6	18	1966	março	x
178	40698-39451	x	6	19	1966	junho	115-155
237	40693-39446	x	6	19	1966	junho	13-40
2258	40699-39452	x	6	19	1966	junho	157-159
430	40694-39447	x	6	19	1966	junho	41-58
624	40695-39448	x	6	19	1966	junho	59-73
818	40696-39449	x	6	19	1966	junho	75-94
1010	40697-39450	x	6	19	1966	junho	95-114
1471	40692-39445	x	6	19	1966	junho	x
124	40705-39458	x	6	20	1966	setembro	111-127
319	40706-39459	x	6	20	1966	setembro	129-147
1746	40707-39460	x	6	20	1966	setembro	149-151
1864	40708-39461	x	6	20	1966	setembro	151-155
373	40701-39454	x	6	20	1966	setembro	21-40
568	40702-39455	x	6	20	1966	setembro	41-58
761	40703-39456	x	6	20	1966	setembro	59-88
955	40704-39457	x	6	20	1966	setembro	89-110
1513	40700-39453	x	6	20	1966	setembro	x
197	40717-39468	x	6	21	1966	dezembro	129-158
390	40718-39469	x	6	21	1966	dezembro	159-228
2024	40719-39470	x	6	21	1966	dezembro	229-232
2144	40720-39471	x	6	21	1966	dezembro	232-234
511	40712-39464	x	6	21	1966	dezembro	23-57
706	40714-39465	x	6	21	1966	dezembro	59-73
836	40715-39466	x	6	21	1966	dezembro	75-96
3	40716-39467	x	6	21	1966	dezembro	97-126
1554	40711-39463	x	6	21	1966	dezembro	x
184	40638-39365	x	7	22	1967	janeiro-março	113-137
1814	40639-39366	x	7	22	1967	janeiro-março	139-140
1935	40640-39367	x	7	22	1967	janeiro-março	141-145
241	40632-39360	x	7	22	1967	janeiro-março	15-35
435	40633-39361	x	7	22	1967	janeiro-março	37-46
629	40634-39362	x	7	22	1967	janeiro-março	47-70
824	40636-39363	x	7	22	1967	janeiro-março	71-87
1016	40637-39364	x	7	22	1967	janeiro-março	89-112
1442	40631-39359	x	7	22	1967	janeiro-março	x
305	40772-39532	x	7	23	1967	abril-junho	111-135
497	40773-39533	x	7	23	1967	abril-junho	137-160
693	40774-39534	x	7	23	1967	abril-junho	161-198
2107	40775-39535	x	7	23	1967	abril-junho	199-203
2228	40777-39537	x	7	23	1967	abril-junho	204-210
379	40642-39369	x	7	23	1967	abril-junho	25-48
942	40770-39530	x	7	23	1967	abril-junho	49-71
111	40771-39531	x	7	23	1967	abril-junho	73-109
1483	40641-39368	x	7	23	1967	abril-junho	8-11
1584	40779-39539	x	7	24	1967	julho-setembro	10-13
514	40789-39549	x	7	24	1967	julho-setembro	103-133
903	40792-39552	x	7	24	1967	julho-setembro	135-147
459	40795-39555	x	7	24	1967	julho-setembro	149-185
441	40781-39542	x	7	24	1967	julho-setembro	15-40
1833	40798-39557	x	7	24	1967	julho-setembro	187-194
2074	40801-39561	x	7	24	1967	julho-setembro	195-197
830	40784-39544	x	7	24	1967	julho-setembro	41-77
385	40786-39547	x	7	24	1967	julho-setembro	79-101
299	40822-39582	x	7	25	1967	outubro-dezembro	108-135
1488	40804-39565	x	7	25	1967	outubro-dezembro	12-15
492	40823-39583	x	7	25	1967	outubro-dezembro	137-154
687	40824-39584	x	7	25	1967	outubro-dezembro	155-169
2312	40825-39585	x	7	25	1967	outubro-dezembro	171-175
539	40810-39572	x	7	25	1967	outubro-dezembro	17-51
873	40820-39580	x	7	25	1967	outubro-dezembro	53-78
40	40821-39581	x	7	25	1967	outubro-dezembro	79-105
66	40654-39407	x	8	26	1968	março	115-129
259	40655-39408	x	8	26	1968	março	131-146
453	40656-39409	x	8	26	1968	março	147-164
2055	40657-39410	x	8	26	1968	março	165-170
574	40651-39404	x	8	26	1968	março	17-45
767	40652-39405	x	8	26	1968	março	53-87
961	40653-39406	x	8	26	1968	março	90-108
1525	40650-39403	x	8	26	1968	março	x
396	40663-39416	x	8	27	1968	junho	129-149
591	40664-39417	x	8	27	1968	junho	151-195
648	40659-39412	x	8	27	1968	junho	15-53
2173	40666-39418	x	8	27	1968	junho	197-202
842	40660-39413	x	8	27	1968	junho	55-72
9	40661-39414	x	8	27	1968	junho	73-95
203	40662-39415	x	8	27	1968	junho	97-127
1566	40658-39411	x	8	27	1968	junho	x
728	40673-39425	x	8	28	1968	setembro	113-136
784	40668-39420	x	8	28	1968	setembro	13-33
2293	40674-39426	x	8	28	1968	setembro	138-142
978	40669-39421	x	8	28	1968	setembro	35-60
145	40670-39422	x	8	28	1968	setembro	61-78
341	40671-39423	x	8	28	1968	setembro	79-94
533	40672-39424	x	8	28	1968	setembro	95-112
1608	40667-39419	x	8	28	1968	setembro	x
867	40680-39433	x	8	29	1968	dezembro	138-150
1781	40681-39434	x	8	29	1968	dezembro	151-152
1901	40682-39435	x	8	29	1968	dezembro	152-153
91	40676-39429	x	8	29	1968	dezembro	22-44
284	40677-39430	x	8	29	1968	dezembro	45-55
478	40678-39431	x	8	29	1968	dezembro	61-79
673	40679-39432	x	8	29	1968	dezembro	80-137
922	40675-39428	x	8	29	1968	dezembro	9-21
2028	40571-39301	x	9	1	1969	janeiro-março	105-109
2147	40572-39302	x	9	1	1969	janeiro-março	109-118
2266	40573-39303	x	9	1	1969	janeiro-março	119-122
1754	40574-39304	x	9	1	1969	janeiro-março	122-124
135	40536-39265	x	9	1	1969	janeiro-março	33-53
968	40535-39264	x	9	1	1969	janeiro-março	5-32
331	40537-39266	x	9	1	1969	janeiro-março	54-71
523	40538-39267	x	9	1	1969	janeiro-março	72-92
718	40539-39268	x	9	1	1969	janeiro-março	93-104
1497	40534-39263	x	9	1	1969	janeiro-março	x
1874	40585-39315	x	9	2	1969	abril-junho	107-110
1992	40586-39316	x	9	2	1969	abril-junho	111-114
2111	40587-39317	x	9	2	1969	abril-junho	115-117
274	40578-39308	x	9	2	1969	abril-junho	37-49
468	40579-39309	x	9	2	1969	abril-junho	51-73
912	40576-39306	x	9	2	1969	abril-junho	7-36
857	40581-39311	x	9	2	1969	abril-junho	75-88
218	40583-39314	x	9	2	1969	abril-junho	91-104
1537	40575-39305	x	9	2	1969	abril-junho	x
2163	40614-39343	x	9	3	1969	julho-setembro	127-131
2282	40615-39344	x	9	3	1969	julho-setembro	133-136
1770	40616-39345	x	9	3	1969	julho-setembro	137-139
799	40593-39321	x	9	3	1969	julho-setembro	29-42
356	40594-39324	x	9	3	1969	julho-setembro	43-63
743	40597-39326	x	9	3	1969	julho-setembro	65-76
106	40602-39334	x	9	3	1969	julho-setembro	77-99
411	40590-39319	x	9	3	1969	julho-setembro	9-27
1579	40589-39318	x	9	3	1969	julho-setembro	x
1890	40624-39353	x	9	4	1969	outubro-dezembro	119-121
2008	40625-39354	x	9	4	1969	outubro-dezembro	122-124
2127	40626-39355	x	9	4	1969	outubro-dezembro	124-127
2209	40627-39357	x	9	4	1969	outubro-dezembro	128-139
1695	40630-39358	x	9	4	1969	outubro-dezembro	139-149
493	40619-39348	x	9	4	1969	outubro-dezembro	19-33
688	40620-39349	x	9	4	1969	outubro-dezembro	35-55
881	40621-39350	x	9	4	1969	outubro-dezembro	57-78
300	40618-39347	x	9	4	1969	outubro-dezembro	7-17
49	40622-39351	x	9	4	1969	outubro-dezembro	79-105
1620	40617-39346	x	9	4	1969	outubro-dezembro	x
223	40474-39205	x	10	1	1970	janeiro-março	131-153
1846	40476-39207	x	10	1	1970	janeiro-março	163-166
1967	40477-39208	x	10	1	1970	janeiro-março	167-169
2087	40478-39209	x	10	1	1970	janeiro-março	169-170
2207	40479-39210	x	10	1	1970	janeiro-março	171-174
279	40414-39138	x	10	1	1970	janeiro-março	29-44
473	40470-39201	x	10	1	1970	janeiro-março	45-64
668	40471-39202	x	10	1	1970	janeiro-março	65-77
862	40472-39203	x	10	1	1970	janeiro-março	79-94
86	40413-39137	x	10	1	1970	janeiro-março	9-28
29	40473-39204	x	10	1	1970	janeiro-março	95-130
1562	40412-39136	x	10	1	1970	janeiro-março	x
416	40481-39212	x	10	2	1970	abril-junho	11-26
361	40486-39217	x	10	2	1970	abril-junho	123-139
554	40487-39218	x	10	2	1970	abril-junho	141-156
815	40488-39219	x	10	2	1970	abril-junho	157-175
2325	40490-39221	x	10	2	1970	abril-junho	189-190
1774	40491-39222	x	10	2	1970	abril-junho	191-196
1894	40492-39223	x	10	2	1970	abril-junho	196-199
2012	40493-39224	x	10	2	1970	abril-junho	199-202
2132	40494-39225	x	10	2	1970	abril-junho	202-205
2251	40495-39226	x	10	2	1970	abril-junho	205-208
1739	40496-39227	x	10	2	1970	abril-junho	208-210
611	40482-39213	x	10	2	1970	abril-junho	27-40
804	40483-39214	x	10	2	1970	abril-junho	41-69
998	40484-39215	x	10	2	1970	abril-junho	71-94
165	40485-39216	x	10	2	1970	abril-junho	95-121
1591	40480-39211	x	10	2	1970	abril-junho	x
1008	40498-39229	x	10	3	1970	julho-setembro	11-37
757	40502-39233	x	10	3	1970	julho-setembro	115-127
951	40503-39234	x	10	3	1970	julho-setembro	129-148
120	40505-39235	x	10	3	1970	julho-setembro	149-167
315	40506-39236	x	10	3	1970	julho-setembro	169-192
1857	40508-39238	x	10	3	1970	julho-setembro	203-206
1977	40509-39239	x	10	3	1970	julho-setembro	206-209
2096	40510-39240	x	10	3	1970	julho-setembro	210-222
2217	40511-39241	x	10	3	1970	julho-setembro	222-226
1703	40512-39242	x	10	3	1970	julho-setembro	226-229
1822	40513-39243	x	10	3	1970	julho-setembro	229-231
1943	40514-39244	x	10	3	1970	julho-setembro	231-233
2063	40515-39245	x	10	3	1970	julho-setembro	233-236
175	40499-39230	x	10	3	1970	julho-setembro	39-66
370	40500-39231	x	10	3	1970	julho-setembro	67-95
564	40501-39232	x	10	3	1970	julho-setembro	97-113
1413	40497-39228	x	10	3	1970	julho-setembro	x
64	40521-39250	x	10	4	1970	outubro-dezembro	103-119
256	40522-39251	x	10	4	1970	outubro-dezembro	121-139
386	40523-39252	x	10	4	1970	outubro-dezembro	141-156
581	40524-39253	x	10	4	1970	outubro-dezembro	157-179
774	40525-39254	x	10	4	1970	outubro-dezembro	181-203
507	40518-39247	x	10	4	1970	outubro-dezembro	23-41
2181	40530-39259	x	10	4	1970	outubro-dezembro	239-243
2301	40531-39260	x	10	4	1970	outubro-dezembro	243-247
1789	40532-39261	x	10	4	1970	outubro-dezembro	247-251
1909	40533-39262	x	10	4	1970	outubro-dezembro	251-257
702	40519-39248	x	10	4	1970	outubro-dezembro	43-71
895	40520-39249	x	10	4	1970	outubro-dezembro	73-102
1455	40517-39246	x	10	4	1970	outubro-dezembro	x
2016	40343-39066	x	11	1	1971	janeiro-março	117-119
2136	40344-39059	x	11	1	1971	janeiro-março	119-120
2255	40345-39060	x	11	1	1971	janeiro-março	121
1743	40346-39065	x	11	1	1971	janeiro-março	122-123
683	40313-39046	x	11	1	1971	janeiro-março	17-33
1616	40311-39067	x	11	1	1971	janeiro-março	3
877	40314-39047	x	11	1	1971	janeiro-março	35-50
45	40338-39054	x	11	1	1971	janeiro-março	53-64
238	40339-39055	x	11	1	1971	janeiro-março	65-74
488	40312-39045	x	11	1	1971	janeiro-março	7-15
431	40340-39056	x	11	1	1971	janeiro-março	75-94
625	40341-39057	x	11	1	1971	janeiro-março	95-106
1861	40360-39083	x	11	2	1971	abril-junho	125-126
1981	40361-39084	x	11	2	1971	abril-junho	127-128
2100	40362-39085	x	11	2	1971	abril-junho	128-130
2221	40363-39086	x	11	2	1971	abril-junho	130-131
1707	40365-39087	x	11	2	1971	abril-junho	131-133
1867	40366-39089	x	11	2	1971	abril-junho	133-135
1986	40367-39090	x	11	2	1971	abril-junho	135-136
1011	40349-39063	x	11	2	1971	abril-junho	24-31
179	40350-39064	x	11	2	1971	abril-junho	33-40
374	40351-39074	x	11	2	1971	abril-junho	41-55
819	40348-39062	x	11	2	1971	abril-junho	5-23
569	40352-39075	x	11	2	1971	abril-junho	56-61
762	40353-39076	x	11	2	1971	abril-junho	62-73
956	40354-39077	x	11	2	1971	abril-junho	74-85
125	40355-39078	x	11	2	1971	abril-junho	86-96
1438	40347-39061	x	11	2	1971	abril-junho	x
2105	40381-39103	x	11	3	1971	julho-setembro	115-116
2226	40382-39105	x	11	3	1971	julho-setembro	116-119
1713	40383-39106	x	11	3	1971	julho-setembro	119-122
1951	40385-39108	x	11	3	1971	julho-setembro	122-123
1830	40384-39107	x	11	3	1971	julho-setembro	123-124
2071	40386-39109	x	11	3	1971	julho-setembro	124-126
2191	40387-39111	x	11	3	1971	julho-setembro	126-127
2309	40388-39112	x	11	3	1971	julho-setembro	127-129
1797	40389-39113	x	11	3	1971	julho-setembro	129-130
512	40371-39093	x	11	3	1971	julho-setembro	21-29
643	40372-39094	x	11	3	1971	julho-setembro	31-46
837	40373-39095	x	11	3	1971	julho-setembro	47-53
320	40370-39092	x	11	3	1971	julho-setembro	5-20
4	40374-39096	x	11	3	1971	julho-setembro	55-64
198	40375-39097	x	11	3	1971	julho-setembro	65-76
391	40376-39098	x	11	3	1971	julho-setembro	77-84
586	40377-39099	x	11	3	1971	julho-setembro	85-92
1479	40369-39091	x	11	3	1971	julho-setembro	x
2001	40408-39132	x	11	4	1971	outubro-dezembro	100
2120	40409-39133	x	11	4	1971	outubro-dezembro	100-101
2241	40410-39134	x	11	4	1971	outubro-dezembro	101
1729	40411-39135	x	11	4	1971	outubro-dezembro	101-102
973	40392-39116	x	11	4	1971	outubro-dezembro	23-28
140	40393-39117	x	11	4	1971	outubro-dezembro	29-45
336	40394-39118	x	11	4	1971	outubro-dezembro	47-52
528	40395-39119	x	11	4	1971	outubro-dezembro	53-60
723	40396-39120	x	11	4	1971	outubro-dezembro	61-70
917	40397-39121	x	11	4	1971	outubro-dezembro	71-78
779	40391-39115	x	11	4	1971	outubro-dezembro	7-21
1917	40402-39126	x	11	4	1971	outubro-dezembro	95-96
2037	40403-39127	x	11	4	1971	outubro-dezembro	96-97
2156	40404-39128	x	11	4	1971	outubro-dezembro	97
2275	40405-39129	x	11	4	1971	outubro-dezembro	97-98
1763	40406-39130	x	11	4	1971	outubro-dezembro	98-99
1883	40407-39131	x	11	4	1971	outubro-dezembro	99-100
1521	40390-39114	x	11	4	1971	outubro-dezembro	x
1801	40260-38998	x	12	1	1972	janeiro-março	125-126
1921	40261-38999	x	12	1	1972	janeiro-março	126-127
2041	40262-39072	x	12	1	1972	janeiro-março	127-128
2160	40263-39001	x	12	1	1972	janeiro-março	128-129
2279	40264-39002	x	12	1	1972	janeiro-março	129
519	40250-38988	x	12	1	1972	janeiro-março	23-49
714	40251-38989	x	12	1	1972	janeiro-março	51-61
908	40252-38990	x	12	1	1972	janeiro-março	63-69
77	40253-38991	x	12	1	1972	janeiro-março	71-80
301	40109-38849	x	12	1	1972	janeiro-março	7-21
270	40254-38992	x	12	1	1972	janeiro-março	81-92
1450	40108-38848	x	12	1	1972	janeiro-março	x
659	40268-39005	x	12	2	1972	abril-junho	13-23
1767	40278-39015	x	12	2	1972	abril-junho	134-135
1887	40279-39016	x	12	2	1972	abril-junho	135-136
2005	40280-39017	x	12	2	1972	abril-junho	136-137
2124	40281-39018	x	12	2	1972	abril-junho	137-138
853	40269-39006	x	12	2	1972	abril-junho	24-34
20	40270-39007	x	12	2	1972	abril-junho	35-45
214	40271-39008	x	12	2	1972	abril-junho	46-66
407	40272-39009	x	12	2	1972	abril-junho	67-86
464	40266-39004	x	12	2	1972	abril-junho	7-11
602	40273-39010	x	12	2	1972	abril-junho	87-95
1492	40265-39003	x	12	2	1972	abril-junho	x
2245	40293-39030	x	12	3	1972	julho-setembro	116
1733	40294-39071	x	12	3	1972	julho-setembro	117-118
1850	40295-39031	x	12	3	1972	julho-setembro	118-119
989	40284-39021	x	12	3	1972	julho-setembro	16-26
156	40285-39022	x	12	3	1972	julho-setembro	27-43
352	40286-39023	x	12	3	1972	julho-setembro	44-55
544	40287-39024	x	12	3	1972	julho-setembro	56-74
795	40283-39020	x	12	3	1972	julho-setembro	7-15
1533	40282-39019	x	12	3	1972	julho-setembro	x
933	40298-39033	x	12	4	1972	outubro-dezembro	24-39
102	40299-39069	x	12	4	1972	outubro-dezembro	40-48
295	40300-39034	x	12	4	1972	outubro-dezembro	49-59
739	40297-39070	x	12	4	1972	outubro-dezembro	6-23
1932	40305-39068	x	12	4	1972	outubro-dezembro	88-89
2052	40306-39040	x	12	4	1972	outubro-dezembro	89-90
2170	40307-39041	x	12	4	1972	outubro-dezembro	90-91
2290	40308-39042	x	12	4	1972	outubro-dezembro	92
1778	40309-39043	x	12	4	1972	outubro-dezembro	93-94
1898	40310-39044	x	12	4	1972	outubro-dezembro	94-101
1574	40296-39032	x	12	4	1972	outubro-dezembro	x
753	40209-38947	x	13	1	1973	março	19-28
947	40210-38948	x	13	1	1973	março	29-39
115	40211-38949	x	13	1	1973	março	41-55
310	40212-38950	x	13	1	1973	março	57-66
559	40208-38946	x	13	1	1973	março	7-17
2264	40216-38954	x	13	1	1973	março	92-93
1752	40217-38955	x	13	1	1973	março	93-95
1871	40228-38966	x	13	2	1973	junho	106-110
1989	40229-38967	x	13	2	1973	junho	110-111
2108	40230-38968	x	13	2	1973	junho	111-112
2229	40231-38969	x	13	2	1973	junho	113-114
698	40219-38957	x	13	2	1973	junho	27-36
891	40220-38958	x	13	2	1973	junho	37-46
60	40221-38959	x	13	2	1973	junho	49-66
502	40218-38956	x	13	2	1973	junho	7-24
131	40239-38976	x	13	3	1973	setembro	105-112
327	40240-38977	x	13	3	1973	setembro	113-134
1717	40243-38980	x	13	3	1973	setembro	152-154
1834	40244-38981	x	13	3	1973	setembro	154-155
1955	40245-38982	x	13	3	1973	setembro	155-156
2075	40246-38983	x	13	3	1973	setembro	156-158
2195	40247-38984	x	13	3	1973	setembro	158-160
