"","gutenberg_id","text"
"289",35,"The Medical Man got up out of his chair and peered into the thing."
"290",35,"“It’s beautifully made,” he said."
"291",35,""
"292",35,"“It took two years to make,” retorted the Time Traveller. Then, when we"
"293",35,"had all imitated the action of the Medical Man, he said: “Now I want"
"294",35,"you clearly to understand that this lever, being pressed over, sends"
"295",35,"the machine gliding into the future, and this other reverses the"
"296",35,"motion. This saddle represents the seat of a time traveller. Presently"
"297",35,"I am going to press the lever, and off the machine will go. It will"
"298",35,"vanish, pass into future Time, and disappear. Have a good look at the"
"299",35,"thing. Look at the table too, and satisfy yourselves there is no"
"300",35,"trickery. I don’t want to waste this model, and then be told I’m a"
"301",35,"quack.”"
"302",35,""
"303",35,"There was a minute’s pause perhaps. The Psychologist seemed about to"
"304",35,"speak to me, but changed his mind. Then the Time Traveller put forth"
"305",35,"his finger towards the lever. “No,” he said suddenly. “Lend me your"
"306",35,"hand.” And turning to the Psychologist, he took that individual’s hand"
"307",35,"in his own and told him to put out his forefinger. So that it was the"
"308",35,"Psychologist himself who sent forth the model Time Machine on its"
"309",35,"interminable voyage. We all saw the lever turn. I am absolutely certain"
"310",35,"there was no trickery. There was a breath of wind, and the lamp flame"
"311",35,"jumped. One of the candles on the mantel was blown out, and the little"
"312",35,"machine suddenly swung round, became indistinct, was seen as a ghost"
"313",35,"for a second perhaps, as an eddy of faintly glittering brass and ivory;"
"314",35,"and it was gone—vanished! Save for the lamp the table was bare."
"315",35,""
"316",35,"Everyone was silent for a minute. Then Filby said he was damned."
"317",35,""
"318",35,"The Psychologist recovered from his stupor, and suddenly looked under"
"319",35,"the table. At that the Time Traveller laughed cheerfully. “Well?” he"
"320",35,"said, with a reminiscence of the Psychologist. Then, getting up, he"
"321",35,"went to the tobacco jar on the mantel, and with his back to us began to"
"322",35,"fill his pipe."
"323",35,""
"324",35,"We stared at each other. “Look here,” said the Medical Man, “are you in"
"325",35,"earnest about this? Do you seriously believe that that machine has"
"326",35,"travelled into time?”"
"327",35,""
"328",35,"“Certainly,” said the Time Traveller, stooping to light a spill at the"
"329",35,"fire. Then he turned, lighting his pipe, to look at the Psychologist’s"
"330",35,"face. (The Psychologist, to show that he was not unhinged, helped"
"331",35,"himself to a cigar and tried to light it uncut.) “What is more, I have"
"332",35,"a big machine nearly finished in there”—he indicated the"
"333",35,"laboratory—“and when that is put together I mean to have a journey on"
"334",35,"my own account.”"
"335",35,""
"336",35,"“You mean to say that that machine has travelled into the future?” said"
"337",35,"Filby."
"338",35,""
"339",35,"“Into the future or the past—I don’t, for certain, know which.”"
"340",35,""
"341",35,"After an interval the Psychologist had an inspiration. “It must have"
"342",35,"gone into the past if it has gone anywhere,” he said."
"343",35,""
"344",35,"“Why?” said the Time Traveller."
"345",35,""
"346",35,"“Because I presume that it has not moved in space, and if it travelled"
"347",35,"into the future it would still be here all this time, since it must"
"348",35,"have travelled through this time.”"
"349",35,""
"350",35,"“But,” said I, “If it travelled into the past it would have been"
"351",35,"visible when we came first into this room; and last Thursday when we"
"352",35,"were here; and the Thursday before that; and so forth!”"
"353",35,""
"354",35,"“Serious objections,” remarked the Provincial Mayor, with an air of"
"355",35,"impartiality, turning towards the Time Traveller."
"356",35,""
"357",35,"“Not a bit,” said the Time Traveller, and, to the Psychologist: “You"
"358",35,"think. _You_ can explain that. It’s presentation below the threshold,"
"359",35,"you know, diluted presentation.”"
"360",35,""
"361",35,"“Of course,” said the Psychologist, and reassured us. “That’s a simple"
"362",35,"point of psychology. I should have thought of it. It’s plain enough,"
"363",35,"and helps the paradox delightfully. We cannot see it, nor can we"
"364",35,"appreciate this machine, any more than we can the spoke of a wheel"
"365",35,"spinning, or a bullet flying through the air. If it is travelling"
"366",35,"through time fifty times or a hundred times faster than we are, if it"
"367",35,"gets through a minute while we get through a second, the impression it"
"368",35,"creates will of course be only one-fiftieth or one-hundredth of what it"
"369",35,"would make if it were not travelling in time. That’s plain enough.” He"
"370",35,"passed his hand through the space in which the machine had been. “You"
"371",35,"see?” he said, laughing."
"372",35,""
"373",35,"We sat and stared at the vacant table for a minute or so. Then the Time"
"374",35,"Traveller asked us what we thought of it all."
"375",35,""
"376",35,"“It sounds plausible enough tonight,” said the Medical Man; “but wait"
"377",35,"until tomorrow. Wait for the common sense of the morning.”"
"378",35,""
"379",35,"“Would you like to see the Time Machine itself?” asked the Time"
"380",35,"Traveller. And therewith, taking the lamp in his hand, he led the way"
"381",35,"down the long, draughty corridor to his laboratory. I remember vividly"
"382",35,"the flickering light, his queer, broad head in silhouette, the dance of"
"383",35,"the shadows, how we all followed him, puzzled but incredulous, and how"
"384",35,"there in the laboratory we beheld a larger edition of the little"
"385",35,"mechanism which we had seen vanish from before our eyes. Parts were of"
"386",35,"nickel, parts of ivory, parts had certainly been filed or sawn out of"
"387",35,"rock crystal. The thing was generally complete, but the twisted"
"388",35,"crystalline bars lay unfinished upon the bench beside some sheets of"
"389",35,"drawings, and I took one up for a better look at it. Quartz it seemed"
"390",35,"to be."
"391",35,""
"392",35,"“Look here,” said the Medical Man, “are you perfectly serious? Or is"
"393",35,"this a trick—like that ghost you showed us last Christmas?”"
"394",35,""
"395",35,"“Upon that machine,” said the Time Traveller, holding the lamp aloft,"
"396",35,"“I intend to explore time. Is that plain? I was never more serious in"
"397",35,"my life.”"
"398",35,""
"399",35,"None of us quite knew how to take it."
"400",35,""
"401",35,"I caught Filby’s eye over the shoulder of the Medical Man, and he"
"402",35,"winked at me solemnly."
"403",35,""
"404",35,""
"405",35,""
"406",35,""
"407",35," III."
"408",35," The Time Traveller Returns"
"409",35,""
"410",35,""
"411",35,"I think that at that time none of us quite believed in the Time"
"412",35,"Machine. The fact is, the Time Traveller was one of those men who are"
"413",35,"too clever to be believed: you never felt that you saw all round him;"
"414",35,"you always suspected some subtle reserve, some ingenuity in ambush,"
"415",35,"behind his lucid frankness. Had Filby shown the model and explained the"
"416",35,"matter in the Time Traveller’s words, we should have shown _him_ far"
"417",35,"less scepticism. For we should have perceived his motives: a"
"418",35,"pork-butcher could understand Filby. But the Time Traveller had more"
"419",35,"than a touch of whim among his elements, and we distrusted him. Things"
"420",35,"that would have made the fame of a less clever man seemed tricks in his"
"421",35,"hands. It is a mistake to do things too easily. The serious people who"
"422",35,"took him seriously never felt quite sure of his deportment; they were"
"423",35,"somehow aware that trusting their reputations for judgment with him was"
"424",35,"like furnishing a nursery with eggshell china. So I don’t think any of"
"425",35,"us said very much about time travelling in the interval between that"
"426",35,"Thursday and the next, though its odd potentialities ran, no doubt, in"
"427",35,"most of our minds: its plausibility, that is, its practical"
"428",35,"incredibleness, the curious possibilities of anachronism and of utter"
"429",35,"confusion it suggested. For my own part, I was particularly preoccupied"
"430",35,"with the trick of the model. That I remember discussing with the"
"431",35,"Medical Man, whom I met on Friday at the Linnæan. He said he had seen a"
"432",35,"similar thing at Tübingen, and laid considerable stress on the"
"433",35,"blowing-out of the candle. But how the trick was done he could not"
"434",35,"explain."
"435",35,""
"436",35,"The next Thursday I went again to Richmond—I suppose I was one of the"
"437",35,"Time Traveller’s most constant guests—and, arriving late, found four or"
"438",35,"five men already assembled in his drawing-room. The Medical Man was"
"439",35,"standing before the fire with a sheet of paper in one hand and his"
"440",35,"watch in the other. I looked round for the Time Traveller, and—“It’s"
"441",35,"half-past seven now,” said the Medical Man. “I suppose we’d better have"
"442",35,"dinner?”"
"443",35,""
"444",35,"“Where’s——?” said I, naming our host."
"445",35,""
"446",35,"“You’ve just come? It’s rather odd. He’s unavoidably detained. He asks"
"447",35,"me in this note to lead off with dinner at seven if he’s not back. Says"
"448",35,"he’ll explain when he comes.”"
"449",35,""
"450",35,"“It seems a pity to let the dinner spoil,” said the Editor of a"
"451",35,"well-known daily paper; and thereupon the Doctor rang the bell."
"452",35,""
"453",35,"The Psychologist was the only person besides the Doctor and myself who"
"454",35,"had attended the previous dinner. The other men were Blank, the Editor"
"455",35,"aforementioned, a certain journalist, and another—a quiet, shy man with"
"456",35,"a beard—whom I didn’t know, and who, as far as my observation went,"
"457",35,"never opened his mouth all the evening. There was some speculation at"
"458",35,"the dinner-table about the Time Traveller’s absence, and I suggested"
"459",35,"time travelling, in a half-jocular spirit. The Editor wanted that"
"460",35,"explained to him, and the Psychologist volunteered a wooden account of"
"461",35,"the “ingenious paradox and trick” we had witnessed that day week. He"
"462",35,"was in the midst of his exposition when the door from the corridor"
"463",35,"opened slowly and without noise. I was facing the door, and saw it"
"464",35,"first. “Hallo!” I said. “At last!” And the door opened wider, and the"
"465",35,"Time Traveller stood before us. I gave a cry of surprise. “Good"
"466",35,"heavens! man, what’s the matter?” cried the Medical Man, who saw him"
"467",35,"next. And the whole tableful turned towards the door."
"468",35,""
"469",35,"He was in an amazing plight. His coat was dusty and dirty, and smeared"
"470",35,"with green down the sleeves; his hair disordered, and as it seemed to"
"471",35,"me greyer—either with dust and dirt or because its colour had actually"
"472",35,"faded. His face was ghastly pale; his chin had a brown cut on it—a cut"
"473",35,"half-healed; his expression was haggard and drawn, as by intense"
"474",35,"suffering. For a moment he hesitated in the doorway, as if he had been"
"475",35,"dazzled by the light. Then he came into the room. He walked with just"
"476",35,"such a limp as I have seen in footsore tramps. We stared at him in"
"477",35,"silence, expecting him to speak."
"478",35,""
"479",35,"He said not a word, but came painfully to the table, and made a motion"
"480",35,"towards the wine. The Editor filled a glass of champagne, and pushed it"
"481",35,"towards him. He drained it, and it seemed to do him good: for he looked"
"482",35,"round the table, and the ghost of his old smile flickered across his"
"483",35,"face. “What on earth have you been up to, man?” said the Doctor. The"
"484",35,"Time Traveller did not seem to hear. “Don’t let me disturb you,” he"
"485",35,"said, with a certain faltering articulation. “I’m all right.” He"
"486",35,"stopped, held out his glass for more, and took it off at a draught."
"487",35,"“That’s good,” he said. His eyes grew brighter, and a faint colour came"
"488",35,"into his cheeks. His glance flickered over our faces with a certain"
"489",35,"dull approval, and then went round the warm and comfortable room. Then"
"490",35,"he spoke again, still as it were feeling his way among his words. “I’m"
"491",35,"going to wash and dress, and then I’ll come down and explain things...."
"492",35,"Save me some of that mutton. I’m starving for a bit of meat.”"
"493",35,""
"494",35,"He looked across at the Editor, who was a rare visitor, and hoped he"
"495",35,"was all right. The Editor began a question. “Tell you presently,” said"
"496",35,"the Time Traveller. “I’m—funny! Be all right in a minute.”"
"497",35,""
"498",35,"He put down his glass, and walked towards the staircase door. Again I"
"499",35,"remarked his lameness and the soft padding sound of his footfall, and"
"500",35,"standing up in my place, I saw his feet as he went out. He had nothing"
"501",35,"on them but a pair of tattered, blood-stained socks. Then the door"
"502",35,"closed upon him. I had half a mind to follow, till I remembered how he"
"503",35,"detested any fuss about himself. For a minute, perhaps, my mind was"
"504",35,"wool-gathering. Then, “Remarkable Behaviour of an Eminent Scientist,” I"
"505",35,"heard the Editor say, thinking (after his wont) in headlines. And this"
"506",35,"brought my attention back to the bright dinner-table."
"507",35,""
"508",35,"“What’s the game?” said the Journalist. “Has he been doing the Amateur"
"509",35,"Cadger? I don’t follow.” I met the eye of the Psychologist, and read my"
"510",35,"own interpretation in his face. I thought of the Time Traveller limping"
"511",35,"painfully upstairs. I don’t think anyone else had noticed his lameness."
"512",35,""
"513",35,"The first to recover completely from this surprise was the Medical Man,"
"514",35,"who rang the bell—the Time Traveller hated to have servants waiting at"
"515",35,"dinner—for a hot plate. At that the Editor turned to his knife and fork"
"516",35,"with a grunt, and the Silent Man followed suit. The dinner was resumed."
"517",35,"Conversation was exclamatory for a little while with gaps of"
"518",35,"wonderment; and then the Editor got fervent in his curiosity. “Does our"
"519",35,"friend eke out his modest income with a crossing? or has he his"
"520",35,"Nebuchadnezzar phases?” he inquired. “I feel assured it’s this business"
"521",35,"of the Time Machine,” I said, and took up the Psychologist’s account of"
"522",35,"our previous meeting. The new guests were frankly incredulous. The"
"523",35,"Editor raised objections. “What _was_ this time travelling? A man"
"524",35,"couldn’t cover himself with dust by rolling in a paradox, could he?”"
"525",35,"And then, as the idea came home to him, he resorted to caricature."
"526",35,"Hadn’t they any clothes-brushes in the Future? The Journalist too,"
"527",35,"would not believe at any price, and joined the Editor in the easy work"
"528",35,"of heaping ridicule on the whole thing. They were both the new kind of"
"529",35,"journalist—very joyous, irreverent young men. “Our Special"
"530",35,"Correspondent in the Day after Tomorrow reports,” the Journalist was"
"531",35,"saying—or rather shouting—when the Time Traveller came back. He was"
"532",35,"dressed in ordinary evening clothes, and nothing save his haggard look"
"533",35,"remained of the change that had startled me."
"534",35,""
"535",35,"“I say,” said the Editor hilariously, “these chaps here say you have"
"536",35,"been travelling into the middle of next week! Tell us all about little"
"537",35,"Rosebery, will you? What will you take for the lot?”"
"538",35,""
"539",35,"The Time Traveller came to the place reserved for him without a word."
"540",35,"He smiled quietly, in his old way. “Where’s my mutton?” he said. “What"
"541",35,"a treat it is to stick a fork into meat again!”"
"542",35,""
"543",35,"“Story!” cried the Editor."
"544",35,""
"545",35,"“Story be damned!” said the Time Traveller. “I want something to eat. I"
"546",35,"won’t say a word until I get some peptone into my arteries. Thanks. And"
"547",35,"the salt.”"
"548",35,""
"549",35,"“One word,” said I. “Have you been time travelling?”"
"550",35,""
"551",35,"“Yes,” said the Time Traveller, with his mouth full, nodding his head."
"552",35,""
"553",35,"“I’d give a shilling a line for a verbatim note,” said the Editor. The"
"554",35,"Time Traveller pushed his glass towards the Silent Man and rang it with"
"555",35,"his fingernail; at which the Silent Man, who had been staring at his"
"556",35,"face, started convulsively, and poured him wine. The rest of the dinner"
"557",35,"was uncomfortable. For my own part, sudden questions kept on rising to"
"558",35,"my lips, and I dare say it was the same with the others. The Journalist"
"559",35,"tried to relieve the tension by telling anecdotes of Hettie Potter. The"
"560",35,"Time Traveller devoted his attention to his dinner, and displayed the"
"561",35,"appetite of a tramp. The Medical Man smoked a cigarette, and watched"
"562",35,"the Time Traveller through his eyelashes. The Silent Man seemed even"
"563",35,"more clumsy than usual, and drank champagne with regularity and"
"564",35,"determination out of sheer nervousness. At last the Time Traveller"
"565",35,"pushed his plate away, and looked round us. “I suppose I must"
"566",35,"apologise,” he said. “I was simply starving. I’ve had a most amazing"
"567",35,"time.” He reached out his hand for a cigar, and cut the end. “But come"
"568",35,"into the smoking-room. It’s too long a story to tell over greasy"
"569",35,"plates.” And ringing the bell in passing, he led the way into the"
"570",35,"adjoining room."
"571",35,""
"572",35,"“You have told Blank, and Dash, and Chose about the machine?” he said"
"573",35,"to me, leaning back in his easy-chair and naming the three new guests."
"574",35,""
"575",35,"“But the thing’s a mere paradox,” said the Editor."
"576",35,""
"577",35,"“I can’t argue tonight. I don’t mind telling you the story, but I can’t"
"578",35,"argue. I will,” he went on, “tell you the story of what has happened to"
"579",35,"me, if you like, but you must refrain from interruptions. I want to"
"580",35,"tell it. Badly. Most of it will sound like lying. So be it! It’s"
"581",35,"true—every word of it, all the same. I was in my laboratory at four"
"582",35,"o’clock, and since then … I’ve lived eight days … such days as no human"
"583",35,"being ever lived before! I’m nearly worn out, but I shan’t sleep till"
"584",35,"I’ve told this thing over to you. Then I shall go to bed. But no"
"585",35,"interruptions! Is it agreed?”"
"586",35,""
"587",35,"“Agreed,” said the Editor, and the rest of us echoed “Agreed.” And with"
"588",35,"that the Time Traveller began his story as I have set it forth. He sat"
"589",35,"back in his chair at first, and spoke like a weary man. Afterwards he"
"590",35,"got more animated. In writing it down I feel with only too much"
"591",35,"keenness the inadequacy of pen and ink—and, above all, my own"
"592",35,"inadequacy—to express its quality. You read, I will suppose,"
"593",35,"attentively enough; but you cannot see the speaker’s white, sincere"
